Vereinsname,Land,"aktueller Marktwert",Ablösesummen,Differenz,Durchschnittsalter
"POK Livadia",Griechenland,18800862,4655772,14145090,26.35
"FC Tbilisi",Georgien,26518644,12390443,14128201,28.36
"FC Deutschlandsberg",Österreich,31190375,17067741,14122634,25.70
"Horner SC",Österreich,34342334,20236417,14105917,26.09
"SK Frýdek-Místek 1921",Tschechien,44537052,30435323,14101729,27.41
"FV Olot",Spanien,19656721,5558455,14098266,27.04
"Agrar FB",Färöer,43826460,29734032,14092428,26.14
"TB Overijse 76",Belgien,17554644,3544131,14010513,27.23
"AS Chico Redondela",Spanien,21369553,7362147,14007406,26.50
"NSK Olimpiko","Bosnien und Herzegowina",67639722,53637773,14001949,27.26
"Ariana Limassol",Zypern,32387776,18409422,13978354,27.14
"KS Chojnice 35",Polen,20741028,6810542,13930486,26.27
"SWK Bregenz",Österreich,21046881,7138045,13908836,26.36
"AS Dunărea Giurgiu",Rumänien,64003772,50102813,13900959,26.95
"Real Majadahonda",Spanien,18324532,4457955,13866577,25.29
"Spartak Izhevsk",Russland,17631855,3780044,13851811,26.77
"Lyrtish Pavlodar",Kasachstan,47175549,33345538,13830011,27.74
"Virtus Montecatini",Italien,29002053,15176937,13825116,27.68
"VfL Hof",Deutschland,20609014,6795949,13813065,25.73
"Zhim Tomsk",Russland,21681184,7879857,13801327,26.68
"SC Pontedera",Italien,26764104,12968365,13795739,26.09
"Avanti Siena",Italien,51426180,37649449,13776731,26.77
"AS Cailungo",San Marino,29557026,15781588,13775438,25.95
"Čukarički Belgrad",Serbien,62309619,48536860,13772759,26.45
"NB Helmond",Niederlande,25952579,12179836,13772743,27.48
"CP Escola Lisboa",Portugal,17722141,3991329,13730812,27.14
"Valby BK",Dänemark,18043368,4317642,13725726,25.59
"Napk Mykolaiv",Ukraine,17677711,3958749,13718962,26.23
"Rädan Baku",Aserbaidschan,25776852,12066549,13710303,27.41
"Omla Čakovec",Kroatien,26786304,13094901,13691403,27.05
"Saimaa Joutseno",Finnland,59791055,46123438,13667617,28.36
"ALS Auxerre",Frankreich,34887340,21232633,13654707,26.48
"SH Hammarby",Schweden,39167380,25566259,13601121,27.45
"Oxford Bulls",England,51491554,37902473,13589081,26.27
"FK Veľký Meder",Slowakei,17707771,4125567,13582204,26.35
"Stranraer FV",Schottland,22270852,8747232,13523620,27.86
"FV Bari",Italien,30420253,16937784,13482469,27.61
"FK Rio do Conde",Portugal,22895957,9428409,13467548,26.35
"FK Pirin Simitli",Bulgarien,22496031,9065261,13430770,26.87
"Fortuna Dudelange",Luxemburg,21474825,8044692,13430133,25.43
"Lood Volendam",Niederlande,17338900,3911172,13427728,26.41
"CA Girona",Spanien,18906498,5486152,13420346,24.91
Hecattespur,Türkei,27192458,13793318,13399140,26.59
"SW Bocholt",Deutschland,18404610,5059633,13344977,26.32
"Loktàk Králové",Tschechien,31658479,18317355,13341124,27.50
"Täby IF",Schweden,28721254,15386827,13334427,26.41
"Unione Terni",Italien,26722308,13402009,13320299,26.36
"Sportowy Tosno",Russland,44890538,31573981,13316557,27.00
"Société Maasmechelen",Belgien,28755882,15448343,13307539,28.32
"FC Helsingborg",Schweden,17211651,3918513,13293138,26.73
"Depor Mieres",Spanien,17014896,3742796,13272100,27.17
"Beštije Kotor",Montenegro,43200616,29937333,13263283,26.26
"Ellada Partras",Griechenland,21126688,7870943,13255745,25.55
"Könizer SK",Schweiz,303174502,289921535,13252967,27.22
"Manchester Town",England,149340989,136094650,13246339,23.39
"FF Gerasdorf",Österreich,24924018,11716230,13207788,24.87
"Fiskeri Esbjerg",Dänemark,34480740,21290503,13190237,27.57
"SC Bad Treibach",Österreich,36888979,23702372,13186607,25.61
"Victoria Hartlepool",England,18648713,5492204,13156509,26.59
"SI Atlet Göteborg",Schweden,19612118,6473848,13138270,26.64
"GIF Kalmar",Schweden,33769186,20678513,13090673,27.86
"FV Vaduz 1935",Schweiz,51506585,38422764,13083821,29.68
"Army Fleetwood",England,344569716,331500006,13069710,26.32
"SSU Catanzaro",Italien,24583098,11520814,13062284,26.55
"KON Maassluis",Niederlande,19874285,6822946,13051339,25.57
"Saksahan Kryvyi",Ukraine,19587933,6549103,13038830,25.61
"Atom Peristeri",Griechenland,38886654,25847844,13038810,27.32
"FC Kurait Almaty",Kasachstan,91372434,78343856,13028578,28.36
"JK Linname",Estland,28386445,15362078,13024367,25.91
"SSC Zwolle 91",Niederlande,19874531,6940776,12933755,26.45
"Sport Örebro",Schweden,16854988,3943853,12911135,26.57
"Inter Campodarsego",Italien,23036614,10133470,12903144,26.95
"Norté Fafa",Portugal,33252031,20368599,12883432,28.36
"Røga Egersund",Norwegen,29991554,17112505,12879049,27.05
"Genua Calcio",Italien,20941001,8063041,12877960,25.68
"Atletický Myjava",Slowakei,24027949,11154655,12873294,26.59
"TSV Amberg 1985",Deutschland,24361269,11489047,12872222,26.91
"ARA Södertälje",Schweden,16386903,3534798,12852105,27.41
"Eintracht Fürstenwalde",Deutschland,19449731,6603397,12846334,25.68
"SC Nei Tel-Aviv",Israel,62266159,49421925,12844234,28.59
"Intra Pordenone",Italien,18757480,5953447,12804033,27.64
"SL Béziers",Frankreich,25803068,13000052,12803016,26.50
"FV Porto",Portugal,51641618,38861170,12780448,27.91
"Solyaransk Moskva",Russland,19771294,7009246,12762048,26.04
"Srednjo Vitez","Bosnien und Herzegowina",20258229,7504108,12754121,26.68
"Eintracht Hadamar",Deutschland,19631305,6887709,12743596,27.14
"FK Petrol Hîncești",Moldawien,42475886,29736898,12738988,27.30
"Sportive Tours",Frankreich,17942037,5223955,12718082,27.13
"Yelisa Kirovohrad",Ukraine,24905671,12188846,12716825,26.86
"NES Famagusta",Zypern,38499724,25812859,12686865,25.77
"Old Boys Antwerpen",Belgien,17733791,5054660,12679131,25.05
"Vejle FF",Dänemark,22988036,10312842,12675194,25.91
"Alemannia Marl-Hüls",Deutschland,17008972,4343109,12665863,25.48
"Zefçi Baku",Aserbaidschan,82401718,69751425,12650293,26.00
"Sportiva Matelica",Italien,18653972,6014200,12639772,26.27
"Concordia Rieti",Italien,21230326,8599041,12631285,25.57
"Lokhtar Soligorsk",Weißrussland,47975889,35345747,12630142,26.77
Karşıyakspor,Türkei,20945606,8335698,12609908,27.73
"FC Mytilene 1995",Griechenland,17822822,5220735,12602087,25.73
"KFB Gaziantep",Türkei,16739158,4145940,12593218,28.18
"St. Portadown 25",Nordirland,30668289,18081879,12586410,27.18
"NK Veduž Mostar","Bosnien und Herzegowina",19174451,6593908,12580543,25.95
"Sportivo Aves",Portugal,16244222,3664598,12579624,26.23
"TSK Hartberg",Österreich,28558967,15980231,12578736,27.50
"FK Una Bihać","Bosnien und Herzegowina",36808947,24247933,12561014,27.32
"WAL Walhain",Belgien,17173549,4619680,12553869,26.09
"Uni Svishtov 48",Bulgarien,17129549,4584661,12544888,27.73
"AFK Osijek",Kroatien,91420145,78902308,12517837,28.86
"FK Banana Yerevan",Armenien,70445865,57931040,12514825,27.64
"Hellas Agrinio",Griechenland,20010131,7504819,12505312,26.77
"FK Gliwice",Polen,97944375,85462941,12481434,27.73
"FS Serravalle",San Marino,22355392,9873983,12481409,25.74
"CD Urduliz",Spanien,20788193,8315335,12472858,27.00
"SP Palma de Inca",Spanien,31388955,18916878,12472077,26.52
"Sportska Pleven",Bulgarien,17266799,4804035,12462764,27.27
"Rapide Lens",Frankreich,44409503,31975316,12434187,28.18
"RSD Ferrol",Spanien,35886418,23453260,12433158,27.23
"Sportivo Mondorf",Luxemburg,51026474,38613949,12412525,27.77
"RW Beckum",Deutschland,16962538,4551741,12410797,26.78
"Club Heist",Belgien,17985129,5580498,12404631,26.83
"KF Lamia 1965",Griechenland,19977226,7603517,12373709,26.55
"Thraki Komotini",Griechenland,19588580,7230617,12357963,27.95
"SAK Helsinki",Finnland,64466672,52138917,12327755,27.59
"CS Marbella",Spanien,30080024,17761363,12318661,26.22
"Roskilde Island",Dänemark,29550713,17247917,12302796,26.26
"Atlético Montañesa",Spanien,24438333,12140589,12297744,25.45
"Realstar Bruxelles",Belgien,23807289,11509548,12297741,26.14
"AS Caronno-Pertusella",Italien,20402927,8131654,12271273,25.95
"Uzhi Makhachkala",Russland,25236083,12968649,12267434,25.09
"Sportivo Alaves",Spanien,119472953,107208232,12264721,28.86
"AS Perugia",Italien,40986105,28723342,12262763,28.82
"ZSK Omsk",Russland,18104944,5851556,12253388,26.77
"RCD Formentera",Spanien,16925696,4692544,12233152,26.50
Adalanyasport,Türkei,21196892,8973432,12223460,27.73
"Calcio Legnago",Italien,15777840,3557541,12220299,26.27
"Anastasiou Karditsa",Griechenland,30816829,18598102,12218727,26.09
"Esportiu Reus",Spanien,46671878,34456366,12215512,26.23
"BK Mjällby",Schweden,24431811,12222297,12209514,26.23
"Portsmouth City",England,34969525,22776785,12192740,25.46
"SSC Bournemouth 1902",England,18673383,6488086,12185297,27.32
"Unì Viseu",Portugal,25190648,13008845,12181803,26.91
"Sligo Randers",Irland,30698739,18565728,12133011,27.00
"Hocruxo Vigo",Spanien,20446494,8314217,12132277,27.86
"KF Pojorâta 2012",Rumänien,28446654,16326307,12120347,27.09
"Sankt Brest FK",Weißrussland,26325400,14217293,12108107,26.77
"Västra Borås ",Schweden,44971257,32871263,12099994,28.00
"Karlstad City",Schweden,22041493,9949018,12092475,26.68
"Väsby Soccer",Schweden,49370370,37278786,12091584,26.35
"SA Jura Sued",Frankreich,59424941,47346826,12078115,28.82
"SSC Cesena",Italien,43620347,31592591,12027756,26.52
"Athlitikó Serres",Griechenland,34673830,22648012,12025818,27.23
"IFK Stømsgudsot",Norwegen,16598727,4578640,12020087,27.32
"Osser FK",Niederlande,37982218,25968557,12013661,25.73
"FC Angelen",Gibraltar,23127624,11136098,11991526,27.41
"Herakles Verona",Italien,23053204,11061924,11991280,27.64
"WF Gullegem",Belgien,30077791,18088206,11989585,26.39
"Llandudno Town",Wales,23763271,11788451,11974820,25.68
"Phoenix Yerevan",Armenien,69510725,57547765,11962960,28.05
"SL Martin 1995",Slowakei,32463458,20501809,11961649,27.86
"Real Mouscron",Belgien,25362059,13405516,11956543,27.00
"Breda FC",Niederlande,57957760,46025688,11932072,27.14
"NL Coatbridge Rovers",Schottland,24481838,12566125,11915713,26.22
"Nailsworth FC",England,17071097,5173270,11897827,25.68
"WB Sterren",Belgien,60997076,49101214,11895862,29.32
"KN Galebi",Slowenien,53384980,41490709,11894271,28.00
"Atlétika Csákvár",Ungarn,20593888,8721065,11872823,26.77
"SGE Rheine",Deutschland,17957379,6101862,11855517,25.55
"Weisheł Płock",Polen,16291058,4462672,11828386,26.73
"Borussia Wuppertal",Deutschland,30000833,18173446,11827387,26.61
"SK Strømmen",Norwegen,19654795,7844043,11810752,26.04
"FS Brøndby",Dänemark,43579367,31789494,11789873,29.45
"Bulgaria Panagyurishte",Bulgarien,36349471,24587415,11762056,28.35
"Luleå SK",Schweden,33843817,22085467,11758350,27.78
"RSC Genéve",Schweiz,24944949,13200582,11744367,27.04
"Inter Kajaani",Finnland,18989058,7268781,11720277,26.36
"Sportivo Cuneo",Italien,20330397,8637588,11692809,26.86
"FSC Setúbal",Portugal,20360890,8671594,11689296,26.45
"IF Ranheim",Norwegen,31762272,20073094,11689178,25.87
"Eintracht Luckenwalde",Deutschland,47669791,36018907,11650884,25.95
"Unión Elda",Spanien,24745411,13104990,11640421,27.14
"GV Barcelos",Portugal,27806535,16181543,11624992,28.26
"Saransk CF",Russland,16846275,5221792,11624483,26.77
"Arsenal Horsens",Dänemark,35294372,23674347,11620025,27.09
"Depur San Fernando",Spanien,15603478,3984843,11618635,26.70
"AS Boulonnais",Frankreich,39927138,28315061,11612077,28.09
"Moravica Lučani",Serbien,31743868,20152853,11591015,26.00
"NN Tromsø",Norwegen,17513553,5926819,11586734,26.68
"Norwich Soccer",England,22470216,10892103,11578113,26.30
"PJ Tukru 1923",Finnland,49735820,38220345,11515475,27.09
"Toten Raufoss",Norwegen,19378324,7896607,11481717,25.68
"AC Agropoli 1925",Italien,16573346,5092504,11480842,27.32
"Záhorie Skalica",Slowakei,25991016,14512870,11478146,26.95
"Sportsklub Odense",Dänemark,214709017,203244644,11464373,23.78
"Zaan Alkmaar",Niederlande,18543088,7089476,11453612,27.55
"Dukla Příbram",Tschechien,17237244,5783731,11453513,26.77
"Taurul Chișinău",Moldawien,36297981,24871970,11426011,27.26
"Falkirk United",Schottland,22602733,11200843,11401890,27.55
"Lincool FC",Gibraltar,45944503,34544693,11399810,25.52
"Zinter Golubovci",Montenegro,34165322,22792812,11372510,26.27
"KFS Acharnes",Griechenland,34136611,22768130,11368481,26.64
Göztepspor,Türkei,16318924,4951956,11366968,25.87
"Accrington Albion",England,20354821,9015879,11338942,25.87
"VfB Zwettl",Österreich,37845686,26530748,11314938,27.29
"AFK Svätý Jur",Slowakei,16619191,5314643,11304548,26.64
"Hansa Barmbek",Deutschland,20805459,9525157,11280302,27.23
"Wésłav Kraków",Polen,23492675,12221715,11270960,28.05
"SCF Cowdenbeath",Schottland,21687854,10441384,11246470,26.41
"Young Boys Zürich",Schweiz,25900288,14665116,11235172,27.05
"Ružomberok FC",Slowakei,78686726,67459245,11227481,26.96
"KB Sarıyer",Türkei,18779035,7585762,11193273,27.77
"Sporting Lecco",Italien,21917019,10732872,11184147,27.14
"Royal Tilburg",Niederlande,16246158,5063889,11182269,25.82
"STG Sannois Foot",Frankreich,47469446,36298859,11170587,28.23
"ZH Winterthur",Schweiz,24676459,13519350,11157109,26.95
"FC Mattersburg 1921",Österreich,374097526,362975289,11122237,26.23
"Škundelja Tetovo",Mazedonien,46076005,34954418,11121587,28.59
"FV Maribor 61",Slowenien,38106756,26987437,11119319,25.91
"SFC Grieskirchen",Österreich,14845557,3733673,11111884,26.95
"RCD Numancia",Spanien,65593977,54494147,11099830,27.73
"ASL Šenčur 52",Slowenien,32895618,21800533,11095085,26.64
Bündımaspor,Türkei,18807987,7727455,11080532,27.05
"ASC Dakari",Lettland,27283045,16206057,11076988,27.77
"Baden Bahlingen",Deutschland,16866492,5799656,11066836,25.83
"Sportivo Navalcarnero",Spanien,15483405,4420558,11062847,27.48
"GSI Örgryte",Schweden,16675037,5638664,11036373,25.27
"SF Trabzon 2007",Türkei,20558389,9526488,11031901,27.00
"Racing Amiens",Frankreich,21608754,10578713,11030041,25.18
"Metal Berceni",Rumänien,21481337,10454903,11026434,28.32
"Häcken GB",Schweden,20064971,9051678,11013293,26.27
"AS Le Havre",Frankreich,34649435,23680806,10968629,25.95
"VL Degerfors",Schweden,17631376,6683195,10948181,25.50
"Sicilia Catania",Italien,24794432,13855219,10939213,27.09
"Cherno Burgas",Bulgarien,22612549,11677904,10934645,27.00
"Atletico Forlì",Italien,17730147,6847375,10882772,26.52
"Viktoria Jihlava",Tschechien,18777347,7897819,10879528,26.55
"Belediye Aydin",Türkei,28788089,17917183,10870906,26.96
"Intra Sozopol",Bulgarien,27348475,16480545,10867930,27.77
"FK Poznań 1923",Polen,49519057,38655023,10864034,28.45
"Veneto Bassani",Italien,43383288,32530471,10852817,27.00
"AS Metz",Frankreich,21580300,10733363,10846937,27.05
"ZA Ebro",Spanien,14418253,3618673,10799580,27.68
"Lipany FK",Slowakei,15048964,4250133,10798831,26.64
"FK Mezdra",Bulgarien,27880461,17095661,10784800,28.14
"Electric Aldershot",England,15475392,4702309,10773083,25.55
"Høgesund FC",Norwegen,38418054,27662128,10755926,27.22
"FSC Neumarkt a.W.",Österreich,17696623,6947370,10749253,26.23
"SSC Wörgl",Österreich,14458606,3719870,10738736,26.09
"Kriminalno Split",Kroatien,84107576,73370204,10737372,26.77
"Herakles Thessaloniki ",Griechenland,66507613,55792386,10715227,26.00
"SBK Pfullendorf",Deutschland,23692087,12981946,10710141,27.91
Peçzlikspocht,Türkei,15825641,5119536,10706105,27.50
"Emilia Bologna",Italien,39209727,28507544,10702183,28.09
"VfR Neuenkirchen",Deutschland,17916388,7219717,10696671,27.77
"FA Fuglafjørður",Färöer,17238505,6582562,10655943,27.17
"Union Neusiedl am See",Österreich,17809965,7157218,10652747,26.27
"Sunderland City",England,33838846,23195997,10642849,25.96
"FK Schwaz",Österreich,32036598,21396015,10640583,27.82
"Sportive Virton",Belgien,27823789,17188608,10635181,28.14
"FC Phynx",Gibraltar,16739487,6112991,10626496,26.36
"Glacia SC",Gibraltar,16521088,5895660,10625428,27.05
"Union Bellinzago CF",Italien,14063654,3476247,10587407,25.36
"HFV Wiesbaden",Deutschland,13994525,3409277,10585248,27.05
"Tombola Tuzla","Bosnien und Herzegowina",24682937,14103170,10579767,27.77
"PV Stoke 1875",England,38566672,28010682,10555990,28.00
"VF Göteborg",Schweden,34973363,24417861,10555502,26.29
"1. SC Pardubice",Tschechien,18122334,7570973,10551361,26.95
"Sporting Aarau",Schweiz,33654003,23105220,10548783,27.59
"SSC Leeuwarden",Niederlande,36609050,26086186,10522864,27.18
Balosport,Türkei,14605483,4083439,10522044,27.26
"AFC Milton Keynes 05",England,14847952,4340197,10507755,25.14
"Atlético Tarragona",Spanien,32173930,21666366,10507564,27.00
"Lazio Latina",Italien,17434211,6932010,10502201,26.45
"Aigionikos FC",Griechenland,15075478,4578033,10497445,26.59
"Atletiek Westerlo",Belgien,25139984,14647160,10492824,25.96
"Mencza Brzesko",Polen,26225842,15736653,10489189,26.22
"Unionò Belluno",Italien,17149485,6667213,10482272,26.55
"Sportivo Frosinone",Italien,25600865,15122908,10477957,26.52
"NK Sarajevo","Bosnien und Herzegowina",60594317,50120578,10473739,28.27
"CR Krapina",Kroatien,16316464,5852395,10464069,26.96
"Fortuna Heidenheim",Deutschland,36821395,26362160,10459235,27.14
"Cycle Brugge FC",Belgien,34174536,23720371,10454165,27.41
"Glückauf Köln 1950",Deutschland,114332369,103896954,10435415,26.86
"SC Guédiawaye",Lettland,23694061,13272383,10421678,26.43
"Rader Skopje",Mazedonien,19522416,9103948,10418468,27.09
"KSK Gent",Belgien,115790066,105387550,10402516,28.41
"FC Miranda",Spanien,69633562,59235205,10398357,26.78
"VfB Pyrbaum",Deutschland,14339334,3958837,10380497,25.27
"Concord Bishops",England,23348958,12968761,10380197,27.50
"VK Norðragøta",Färöer,42376078,32015673,10360405,28.68
"Southend Athletics",England,15978584,5623596,10354988,25.95
"FC Florell",Estland,60335354,49997681,10337673,27.45
"VV Dessel Kings",Belgien,19303972,8967428,10336544,26.55
"Hednesford Unity",England,15693139,5356953,10336186,24.74
"HB Edinburgh",Schottland,16750622,6416087,10334535,26.05
"Cannon Dungannon",Nordirland,29341728,19009538,10332190,25.65
"Hanka Espoo",Finnland,20979942,10648989,10330953,25.95
"Schwarz-Weiß Aalen",Deutschland,23257173,12926482,10330691,27.82
"Atlético Osuna",Spanien,17553030,7225065,10327965,25.73
"PP Tigrotti Arsizio",Italien,15214744,4896833,10317911,27.86
"FK Vidin 1922 ",Bulgarien,18067195,7767813,10299382,28.32
"Fegyvertár Gyirmót",Ungarn,30088769,19815186,10273583,26.74
"Stadt Reims",Frankreich,32705703,22439748,10265955,26.70
"Lanesra Tula",Russland,19296268,9036118,10260150,26.32
"Lületaş Eskişehir",Türkei,17226042,6990573,10235469,27.30
"Urheilu Ekenäs",Finnland,35912909,25689927,10222982,26.63
"LOK Sarajevo","Bosnien und Herzegowina",37065841,26853182,10212659,25.91
"Unión Guadalajara",Spanien,25055530,14865359,10190171,27.04
"AEK Elefsina",Griechenland,23644744,13458526,10186218,27.09
"Feniks Lovech",Bulgarien,50631338,40468663,10162675,27.68
"Metallica Mielec",Polen,16614656,6459257,10155399,26.32
"Slavia Liberec",Tschechien,31118972,20963984,10154988,26.77
"Fotball Moss",Norwegen,15788602,5661578,10127024,26.68
"NOS Goražde","Bosnien und Herzegowina",23467546,13349449,10118097,27.27
"SG Gurten",Österreich,23839735,13741199,10098536,27.86
"FFK Dornbirn",Österreich,24527923,14433201,10094722,26.68
"FK Birkirkara 1952",Malta,37132409,27037771,10094638,27.29
"FC Quintanapalla",Spanien,19720437,9641227,10079210,25.55
"Lava Southport",England,19776642,9701476,10075166,25.96
Kocaelispor,Türkei,49383310,39330434,10052876,28.59
Kacabuksport,Türkei,37175623,27131688,10043935,25.71
"JK Pärnu",Estland,34403049,24370382,10032667,27.22
"FK Nisporeni",Moldawien,69646486,59629523,10016963,26.27
"CS Algeciras",Spanien,14268633,4273749,9994884,27.27
"Sport Umeå",Schweden,27775036,17781986,9993050,27.45
"FKPG Saalfelden",Österreich,15100532,5109433,9991099,27.55
"Pallok Vantaa",Finnland,42624835,32643221,9981614,25.55
"Tuzi FV",Montenegro,38132293,28180281,9952012,26.95
"Vhoru Oleksandrija ",Ukraine,26027678,16076444,9951234,27.55
"AJ Valenciennes",Frankreich,28171533,18234395,9937138,27.55
"Vonat Debrecen",Ungarn,44708955,34793079,9915876,27.26
Geşümehanospor,Türkei,14440684,4529857,9910827,26.39
"FK Ioannina",Griechenland,75361971,65463033,9898938,27.91
"Joseph`s United",Gibraltar,20719262,10823913,9895349,26.59
"Županija Vinkovci",Kroatien,16133171,6239932,9893239,27.14
"Unione Teramo",Italien,24541962,14670204,9871758,27.00
"Østerø Eiði",Färöer,16602316,6744225,9858091,25.30
"Blau-Schwarz Mannheim",Deutschland,16093652,6243685,9849967,28.91
Tüçlaspocht,Türkei,20922803,11112827,9809976,27.50
"Unión Villanovense",Spanien,20025414,10268959,9756455,27.48
"SS Stradella Voghera",Italien,15024075,5308096,9715979,27.22
"ISK Grindavík",Island,28339185,18641601,9697584,26.82
"AF Bray",Irland,15240558,5563675,9676883,26.36
"SSC Huskvarna",Schweden,14189405,4523579,9665826,26.32
"Alğa Atyrau ",Kasachstan,39559084,29959079,9600005,27.22
"Wallis Sion 08",Schweiz,18821257,9225650,9595607,26.82
"Royal Eupen",Belgien,16047732,6454170,9593562,27.23
"Aris Katokopia",Zypern,44532489,34939345,9593144,26.91
"FK Ghastan 1925",Finnland,33137270,23553728,9583542,26.50
"Sesvete Zagreb",Kroatien,33717845,24139198,9578647,27.26
"Naproijed Sisak",Kroatien,22706770,13129037,9577733,26.48
"OZ Oosterwijk",Belgien,19779018,10202783,9576235,26.77
"AS Cornella",Spanien,13461022,3889343,9571679,26.14
"Mellica Novokuznetsk",Russland,14394097,4831669,9562428,27.77
"SK Raab Lafnitz",Österreich,22023470,12478750,9544720,25.64
"Segregrcy Suwałki",Polen,27482971,17942786,9540185,27.68
"Opolskie Kluczbork",Polen,28239338,18723997,9515341,28.32
"Nissan Halmstad",Schweden,22369326,12857325,9512001,26.77
"ZD Dordrecht",Niederlande,31053624,21546917,9506707,27.48
"SG Orenburg",Russland,16467030,6971645,9495385,27.45
"FK Baden Heiligenkreuz",Österreich,18754446,9275277,9479169,26.82
"Esportiva Ponferrada",Spanien,27984618,18518988,9465630,24.55
"IFF Örebro",Schweden,14654488,5205299,9449189,26.86
"HSV Concorde",Deutschland,22138908,12690855,9448053,23.36
"UN Luxemburg",Luxemburg,16171274,6725019,9446255,28.14
İstanbulspocht,Türkei,13930242,4484257,9445985,26.73
"PSV Tampere",Finnland,14832073,5402888,9429185,25.91
Borsasport,Türkei,13067287,3644054,9423233,27.00
"Tipperary Soccer",Irland,13986329,4571016,9415313,27.64
"KF Novorosskiysk",Russland,39382580,29978679,9403901,26.92
"Tog Hjørring",Dänemark,14930577,5537638,9392939,27.50
"Nogomet Split",Kroatien,107531446,98139564,9391882,28.18
"Pats Dublin CF",Irland,28097909,18727128,9370781,28.18
"Slavyani Sofia FK",Bulgarien,47025094,37660967,9364127,26.96
"VT Arnhem",Niederlande,39503395,30163616,9339779,27.09
"BK Getxo",Spanien,39945686,30613310,9332376,27.91
"Voort Deventer",Niederlande,16918280,7593453,9324827,26.58
"Sportowy Sosnowiec",Polen,17111739,7804351,9307388,26.39
"FK Bojaro Tarnovo",Bulgarien,40772467,31475827,9296640,28.45
"Zelen Banovići KF","Bosnien und Herzegowina",14732236,5438307,9293929,26.73
"Vestfold Sandjeford",Norwegen,18192674,8898748,9293926,26.45
"IS Östersund",Schweden,28314305,19028978,9285327,27.18
"Almere Town",Niederlande,16838721,7562876,9275845,27.86
"Inizio Gavorrano",Italien,13902111,4672746,9229365,26.27
"Lichtenberger SK",Deutschland,14737007,5516632,9220375,28.23
"Inter Chiasso",Schweiz,13496822,4289543,9207279,28.27
"WFFK Rödinghausen",Deutschland,13698206,4493065,9205141,27.32
"Spartak Podbrezová",Slowakei,13965278,4764948,9200330,26.59
"Açores Delgada",Portugal,28942222,19787431,9154791,27.22
"Bromma Stockholm",Schweden,35029111,25877581,9151530,27.05
"SV Pasching",Österreich,35608852,26460224,9148628,28.59
"Ilfov Chiajna",Rumänien,34931905,25806430,9125475,27.64
"Nożna Bydgoszcz",Polen,31995923,22872385,9123538,26.73
"Ascoli Calcio 1895",Italien,16831756,7727045,9104711,25.55
"Academica Bisceglie",Italien,13461058,4380641,9080417,25.14
"VBC Kortrijk",Belgien,16099259,7026718,9072541,27.52
"Luton United",England,40621023,31557858,9063165,26.36
"Whitehawk Eagles",England,29801697,20760076,9041621,27.14
"Croatia Čapljina","Bosnien und Herzegowina",19501696,10468276,9033420,26.36
"Fótbolti Fjarðabyggð",Island,299670929,290660971,9009958,26.96
"Typá Tyumen",Russland,14781219,5774430,9006789,26.88
"VfL Arnoldsweiler",Deutschland,25965619,16967837,8997782,28.27
"FKV Huddinge",Schweden,13564255,4628059,8936196,27.55
"KSK Katowice",Polen,31316130,22397088,8919042,27.41
"Sunny Lowestoft",England,17207381,8294699,8912682,26.64
"AQ Fréjus-St.Raphaël",Frankreich,27180271,18298003,8882268,28.09
"Dinamo Plovdiv",Bulgarien,36623852,27744052,8879800,26.45
"VfL Altenholz",Deutschland,12389713,3513640,8876073,27.95
"AFK Karbach",Deutschland,12795241,3925541,8869700,26.00
"FKA Wacker Mödling",Österreich,27620436,18757608,8862828,27.91
Giazantepspur,Türkei,13335368,4487125,8848243,26.91
"SC Dachau",Deutschland,13393235,4561136,8832099,27.77
"VC Unión Llevante",Spanien,13325292,4498417,8826875,26.77
"Sportiv Voluntari",Rumänien,15993212,7209387,8783825,27.00
"  Elazığspurt",Türkei,20277898,11495277,8782621,27.14
"Holstein Steinburg",Deutschland,12494556,3744640,8749916,25.86
"FC Katwijk",Niederlande,27061725,18320080,8741645,27.86
"Ferriby Fighter",England,13235268,4504283,8730985,27.27
"Linzer AK",Österreich,62988438,54276430,8712008,26.23
"KA Larisa",Griechenland,26382395,17673928,8708467,26.45
"ASK Ehegnadzor",Armenien,15740729,7040336,8700393,26.00
"SpVgg Lotte",Deutschland,14411801,5728530,8683271,26.05
"Gernika FC",Spanien,15453076,6772569,8680507,25.32
"Racing San Sebastián",Spanien,16979658,8313482,8666176,27.14
"FK Chaves 48",Portugal,32925208,24267269,8657939,27.36
"FK Martuni",Armenien,28879000,20231211,8647789,27.55
"Gioventà Venezia",Italien,16077617,7430172,8647445,28.32
"Atletik Nikosia",Zypern,21760185,13143496,8616689,27.00
"BW Linz 1998",Österreich,15950319,7355733,8594586,27.86
"TUS Leoben",Österreich,15099943,6511562,8588381,25.77
"Spartak Afipsky",Russland,27953619,19369718,8583901,27.95
"Fáaðfara Reykjavík ",Island,20652417,12082324,8570093,26.59
"Zehlendorfer SC",Deutschland,14988550,6429074,8559476,26.64
"FKPG St. Johann ",Österreich,24202502,15648889,8553613,26.73
"Torquay Kickers",England,11873035,3334200,8538835,26.05
"Aftokínito Xanthi",Griechenland,12718877,4180946,8537931,26.48
"Unión Praia",Portugal,12655615,4142468,8513147,27.27
"KF Bijeljina","Bosnien und Herzegowina",44780311,36285212,8495099,26.45
"FC Demba",Lettland,16711020,8216566,8494454,27.77
"MVV Neustrelitz",Deutschland,15158046,6699983,8458063,27.18
