Vereinsname,Land,"aktueller Marktwert",Ablösesummen,Differenz,Durchschnittsalter
"Sporting Pontisola",Italien,19840554,7847248,11993306,26.18
"FK Faro",Portugal,21229946,9266336,11963610,27.09
"ASL Šenčur 52",Slowenien,22328245,10366890,11961355,27.41
"Glentory Belfast",Nordirland,24237112,12288431,11948681,26.86
"Acresse FC",Israel,37461752,25513360,11948392,26.32
"Sheffield Oils",England,46387688,34442454,11945234,26.87
"Sporting Oliveira",Portugal,32715992,20777879,11938113,26.55
"SSV Lille",Frankreich,19237001,7301407,11935594,27.50
"FSV Schwachhausen",Deutschland,16767060,4841997,11925063,27.32
"OL Donezk",Ukraine,40453734,28559281,11894453,27.61
"Sportivo Leiria",Portugal,30949354,19056219,11893135,27.82
"Štirovnik Cetinje",Montenegro,20137666,8257472,11880194,27.00
"Gioventà Venezia",Italien,18909616,7069521,11840095,26.55
"Unionos Athen",Griechenland,43788370,31951305,11837065,27.26
"Sverige Trelleborg",Schweden,29454285,17645761,11808524,28.58
Ümrüsyespur,Türkei,22332993,10525961,11807032,26.92
"VfB Zwettl",Österreich,18593782,6798902,11794880,27.77
"Unione Cittadella",Italien,30966157,19204338,11761819,26.68
"WSV Kristall Wattens",Österreich,45475858,33746684,11729174,28.05
"KOZ Werkendam",Niederlande,37234826,25506857,11727969,27.09
"Yelisa Kirovohrad",Ukraine,34571249,22851826,11719423,27.36
"Usk Newport",England,119783258,108086365,11696893,25.36
"NK Veduž Mostar","Bosnien und Herzegowina",19533120,7845529,11687591,26.77
"FC Petite Mbour",Lettland,23786840,12142553,11644287,27.41
"Jylland Herning",Dänemark,65839237,54197562,11641675,28.05
"Agrar FB",Färöer,15851338,4212880,11638458,27.86
"Tähti Tampere",Finnland,89791651,78156983,11634668,27.39
"Dagenham Athletic",England,53623129,41995549,11627580,27.52
"Torpdeo Slutsk",Weißrussland,29506187,17934580,11571607,26.91
"Tog Hjørring",Dänemark,19133928,7573639,11560289,28.05
"BO Praha 1903",Tschechien,20327111,8769228,11557883,28.50
"Lazio Latina",Italien,22983331,11474993,11508338,27.45
"KF Eagles Blagoevgrad ",Bulgarien,43655304,32147727,11507577,27.50
"Vorvaard Haugesund",Norwegen,27063829,15559389,11504440,26.39
"SI Uppsala",Schweden,17531768,6032928,11498840,26.82
"FV Langreo",Spanien,16578607,5090746,11487861,27.14
"SN Teramo Calcio",Italien,18308718,6823122,11485596,27.09
"Olympiakos Achna",Zypern,21656293,10175878,11480415,27.05
"KF Rila Razlog",Bulgarien,20026771,8560946,11465825,24.91
"Clarrtonville CF",Nordirland,32638981,21211649,11427332,25.36
"AS Perugia",Italien,23797411,12385711,11411700,26.87
"Ružomberok FC",Slowakei,17844084,6443162,11400922,27.09
"SFC Krasnoyarsk",Russland,39139306,27765441,11373865,28.61
"MFC Budapest",Ungarn,82051923,70699295,11352628,28.09
"KF Bacău",Rumänien,35849992,24503798,11346194,27.92
"NB Helmond",Niederlande,23628320,12286626,11341694,27.04
"Stadt Brest 39",Frankreich,29236141,17900413,11335728,27.14
"Västra Borås ",Schweden,26638866,15305392,11333474,27.96
"FK Bojaro Tarnovo",Bulgarien,18469701,7143358,11326343,25.95
"FK Martuni",Armenien,16844148,5523497,11320651,26.27
"Spa Cheltenham",England,16417285,5100300,11316985,26.74
Apaçilespor,Türkei,36789757,25477685,11312072,26.95
"Dover County",England,15918958,4611044,11307914,26.32
"Boomian FC",Irland,28288366,17010861,11277505,23.76
"OFK Ski",Norwegen,30390606,19141373,11249233,26.86
"Stadt Reims",Frankreich,32855815,21611294,11244521,26.41
"Ellada Partras",Griechenland,15663570,4434302,11229268,29.41
"IP Ljungskile",Schweden,16600431,5373391,11227040,27.05
"Sodjìska Nikšić",Montenegro,19883282,8666107,11217175,27.18
"SAK Łęczna",Polen,16878972,5665442,11213530,27.50
"FK St. Mirror",Schottland,31631767,20424327,11207440,27.86
"FKS Liefering",Österreich,43490321,32303951,11186370,27.09
"Uno Seregno 1923",Italien,18256311,7077689,11178622,27.73
"Adria Dugopolje",Kroatien,15958743,4784094,11174649,26.35
"Rayo Goitioltza",Spanien,19259361,8085412,11173949,28.14
"FKK Annabichl",Österreich,18608984,7439780,11169204,27.00
"Nożna Bydgoszcz",Polen,18124904,6982776,11142128,27.22
"AS Bourg-P̩ronnas",Frankreich,22051811,10927490,11124321,27.14
"Atlético Albacete",Spanien,44319745,33228819,11090926,28.14
"Universitate Clinceni",Rumänien,41367338,30277842,11089496,27.27
"NK Sarajevo","Bosnien und Herzegowina",49186681,38101105,11085576,25.78
"Zhunya Kursk",Russland,17207651,6152505,11055146,28.50
"Union Weiz",Österreich,17154056,6103671,11050385,26.64
"SCP Tenisca",Spanien,27295729,16267615,11028114,27.77
"Gosport Rebells",England,30135068,19130946,11004122,26.78
"FV Dumbarton 1871",Schottland,25624683,14624264,11000419,28.23
"Halifax County",England,33174014,22183533,10990481,26.91
"Athlitikó Veria",Griechenland,15164138,4175882,10988256,27.23
"AC Palermo ",Italien,77995431,67057460,10937971,28.78
"SC Džepčište 05",Mazedonien,34268780,23371811,10896969,26.70
"Volgar Saratov",Russland,43211162,32355477,10855685,28.91
"Lougana FC",Lettland,32469645,21623785,10845860,27.36
"Mladi Podgorica FK",Montenegro,20654366,9828037,10826329,27.41
"FKS Kópavogur",Island,28917715,18094756,10822959,28.09
"FV Olot",Spanien,16758061,5957594,10800467,27.13
"Morecambe Seafighters",England,17391355,6596342,10795013,26.82
"KA Iraklio",Griechenland,28108761,17322391,10786370,26.09
"Concord Åsane",Norwegen,15082222,4301875,10780347,26.86
"Chelmsford Community",England,14717380,3938479,10778901,26.32
"Hellas Sundbyberg",Schweden,21136814,10383450,10753364,26.00
"Žuti Visoko","Bosnien und Herzegowina",19003142,8281314,10721828,26.91
"VV Dessel Kings",Belgien,26120939,15400509,10720430,26.64
"Glacia SC",Gibraltar,14761662,4070315,10691347,26.32
"Atlético Osuna",Spanien,14004292,3316135,10688157,25.91
"KV Kratovo",Mazedonien,21737244,11075341,10661903,26.91
"KF Welski Sofia",Bulgarien,62774489,52122234,10652255,26.36
"Belediye Aydin",Türkei,33964457,23337309,10627148,27.05
"Realstar Bruxelles",Belgien,59492816,48880837,10611979,28.00
"FC Pagani",Italien,21277602,10670612,10606990,26.57
"Schwyz Tuggen",Schweiz,14487020,3881996,10605024,27.59
"ASC Kilmarnock",Schottland,50141104,39558405,10582699,28.23
"USJ Kotka",Finnland,22864009,12296904,10567105,26.77
"FC Aalborg",Dänemark,108246052,97698370,10547682,27.55
Kocaelispor,Türkei,25820167,15274715,10545452,28.59
" Spreča Lukavac","Bosnien und Herzegowina",14762590,4219839,10542751,25.87
"Whitehawk Eagles",England,19773415,9239709,10533706,26.55
"SK Vránika Ostrava",Tschechien,17061544,6528257,10533287,27.36
"AS Le Havre",Frankreich,29517842,19020414,10497428,26.64
"WAL Walhain",Belgien,21387706,10894784,10492922,26.30
"Krško CFC",Slowenien,47649647,37162807,10486840,27.82
"Vitória Freamunde",Portugal,21503500,11058173,10445327,26.96
"Sporting Roeselare",Belgien,15624324,5194136,10430188,26.45
"FC Mbour",Lettland,15356681,4933825,10422856,28.41
"ASK Velenje",Slowenien,27790736,17368057,10422679,27.59
"Campania Benevento",Italien,25931792,15510865,10420927,25.91
"FK Una Bihać","Bosnien und Herzegowina",14714825,4300512,10414313,27.45
"Sportiv Voluntari",Rumänien,66523271,56182893,10340378,27.68
"Sportska Pleven",Bulgarien,27418240,17097705,10320535,26.86
"Saksahan Kryvyi",Ukraine,16243007,5934622,10308385,27.09
"IFF Västerås 05",Schweden,20521319,10217925,10303394,27.59
"PCC Chieri",Italien,17351350,7062850,10288500,26.14
"Nowy Sącz KV",Polen,13795364,3511911,10283453,26.18
"Vitoria Constanța",Rumänien,39079940,28808146,10271794,27.41
"Angel de Compostela",Spanien,25121906,14851778,10270128,27.17
"Unire Botoșani",Rumänien,40685539,30438331,10247208,26.86
"Oxford Urbans",England,15737496,5493173,10244323,27.59
"NWV Bergisch Gladbach",Deutschland,14468053,4223740,10244313,27.18
"Cabinteely United",Irland,29550294,19317078,10233216,26.35
"FK Dunfermline",Schottland,51490703,41265815,10224888,27.68
"AK Stara Zagora",Bulgarien,16826518,6612588,10213930,26.73
"ARA Södertälje",Schweden,28990101,18782529,10207572,27.68
"SSC Zwolle 91",Niederlande,15005619,4807697,10197922,26.55
"Okzhlïmpïada Kokshetau",Kasachstan,24332030,14135206,10196824,26.68
"Walsall City",England,35953952,25760792,10193160,26.91
"ASS Troyes",Frankreich,20957137,10790822,10166315,27.23
"Turpedia Armavir",Russland,26586639,16422677,10163962,27.64
"Uzhi Makhachkala",Russland,34910113,24757303,10152810,27.59
"KF Radar Kakanj","Bosnien und Herzegowina",15382618,5260331,10122287,27.23
"FK Eindhoven City",Niederlande,31246829,21126331,10120498,27.00
"Zaskia Gdańsk",Polen,55838399,45725857,10112542,27.17
"CS Onda",Spanien,19032705,8932557,10100148,28.50
"FCB Aubstadt",Deutschland,15950183,5869344,10080839,26.77
"Diano FC",Lettland,28104108,18025882,10078226,26.73
"SSC Portimão",Portugal,36779871,26703306,10076565,27.18
"Blessed St Albans",England,18212060,8142250,10069810,27.64
"Gimnastikos Argos",Griechenland,40192384,30137143,10055241,27.23
"SSC Lanciano",Italien,19292487,9282720,10009767,27.50
"Rot-Weiß Ingolstadt",Deutschland,21604016,11624411,9979605,27.23
"Roskilde Island",Dänemark,46199531,36221090,9978441,27.26
"IS Höllviken 1934",Schweden,22497234,12522158,9975076,26.96
"RW Beckum",Deutschland,15504808,5533025,9971783,27.45
"Welsh Wrexham",England,15293867,5326823,9967044,26.96
"TuS Darmstadt",Deutschland,17380517,7422790,9957727,26.23
"Unión Mafra",Portugal,33654854,23703020,9951834,27.00
"JK Linname",Estland,28774299,18825465,9948834,26.55
"Dynamo Großbardorf",Deutschland,13902565,3970207,9932358,26.91
"Anastasiou Karditsa",Griechenland,33406407,23488184,9918223,27.09
"SK Vertikal Turnovo",Mazedonien,26119369,16207138,9912231,26.52
"Záhorie Skalica",Slowakei,69616020,59706538,9909482,26.57
"Eintracht Luckenwalde",Deutschland,15055121,5157875,9897246,26.45
"Concord Bishops",England,14006965,4110508,9896457,26.43
"SC Michalovce",Slowakei,13184524,3289034,9895490,28.00
"Sutton Athletic",England,15500772,5607607,9893165,27.32
"Bristol Sport",England,16308706,6420045,9888661,27.23
"FS Serravalle",San Marino,40045491,30180202,9865289,29.41
"Østerø Eiði",Färöer,19128388,9267760,9860628,27.00
"KV Lahti",Finnland,73898706,64039486,9859220,29.05
"Teutonia Alfter",Deutschland,17862425,8011298,9851127,27.41
"Hemmerup AK",Dänemark,32585228,22742767,9842461,27.68
"FK Hoppa Steyr",Österreich,42063407,32269843,9793564,28.82
"Beuter Jeru FC",Israel,21201103,11438788,9762315,26.64
"AFK Anif",Österreich,22114476,12362835,9751641,26.45
"Dunawska Razgrad",Bulgarien,27570245,17819280,9750965,25.84
"IS Norrköping",Schweden,133054486,123308347,9746139,25.76
"SG Arta 2013",Griechenland,15550229,5815720,9734509,28.91
"Asturias Gijón",Spanien,49743862,40009752,9734110,28.39
"More Zvornik","Bosnien und Herzegowina",16283069,6573006,9710063,25.91
"RC Socuéllamos",Spanien,16969954,7310020,9659934,27.23
"AS Strassen",Luxemburg,39303316,29651796,9651520,27.55
"Drogheda City",Irland,19793241,10165250,9627991,27.65
"Intra Brașov",Rumänien,21841391,12230132,9611259,26.45
"Chorley Roses",England,14021167,4411735,9609432,26.73
"SKK Hamburg",Deutschland,17503979,7895281,9608698,26.91
"SH Hammarby",Schweden,164442858,154853612,9589246,27.42
"FK Novi Zagreb",Kroatien,60102438,50516755,9585683,28.25
"Solyaransk Moskva",Russland,25642171,16074909,9567262,28.73
"ASS Gibraltar",Gibraltar,64918240,55370660,9547580,28.00
"Gainsborough United",England,13646142,4103330,9542812,26.41
"FC Hapa Tel-Avia",Israel,110782026,101251633,9530393,28.35
"FC Piacenza 1929",Italien,20158865,10673171,9485694,27.00
"Babelsberger Kickers",Deutschland,14623691,5145040,9478651,28.82
"Lugan County",Nordirland,20538462,11066668,9471794,27.09
"Woch Chorzów",Polen,15697960,6250141,9447819,27.32
"FK Vidin 1922 ",Bulgarien,13480326,4037906,9442420,27.50
"KSK Katowice",Polen,14201900,4769998,9431902,27.14
"AS Caronno-Pertusella",Italien,22119790,12701132,9418658,27.55
"Olimpic Cobh",Irland,15285968,5891088,9394880,27.91
"SSC Tra Penía",San Marino,20971250,11594699,9376551,26.55
"Huddersfield Sports",England,15427913,6063509,9364404,27.05
"OKF Montana 1948",Bulgarien,18061385,8712921,9348464,27.32
"GR Klaipėda",Litauen,31698344,22366951,9331393,28.61
"OL Våluronga",Norwegen,90455321,81180572,9274749,28.05
"Atletický Báhoň",Slowakei,29230818,19959765,9271053,27.57
"FK Poissy",Frankreich,14700911,5432803,9268108,28.05
"AS Metz",Frankreich,20685170,11423534,9261636,27.82
"Torquay Kickers",England,15068547,5807291,9261256,26.05
"Lood Volendam",Niederlande,15729567,6469346,9260221,27.27
"FV Radan Kotor",Montenegro,30913790,21661067,9252723,26.26
"Séfélag Selfoss",Island,26176701,16929091,9247610,26.86
"FA Fuglafjørður",Färöer,32482895,23247510,9235385,27.95
"Nadyavam Dobrich",Bulgarien,23839302,14609382,9229920,26.00
"IFK Reichenau",Österreich,23230366,14007760,9222606,28.45
"Rangers IF",Dänemark,56585576,47367582,9217994,26.78
Sincanspur,Türkei,22060732,12845173,9215559,26.65
"Kokemäenjoki Pori",Finnland,15821030,6612136,9208894,26.18
"SA Vaskalund",Schweden,20195953,11000397,9195556,27.27
"Sporting Lecco",Italien,17413357,8230881,9182476,26.50
"SFV Plauen",Deutschland,15926043,6786660,9139383,28.32
"SC Agrigento",Italien,22030249,12906070,9124179,28.36
"SC Fiorentina",Italien,32600317,23476138,9124179,26.59
"SWBH Villingen",Deutschland,26623067,17538314,9084753,27.05
"Zmajevi Gradačac","Bosnien und Herzegowina",29543942,20468612,9075330,26.82
"SL Pastarossa",San Marino,36504870,27429911,9074959,27.59
"FV Zoro",Aserbaidschan,14080059,5005401,9074658,27.09
"Jahn Wiedenbrück",Deutschland,16502237,7434038,9068199,27.50
"Lašva Travnik","Bosnien und Herzegowina",33909823,24858172,9051651,28.32
"St. Naas 1922",Irland,13463720,4430101,9033619,27.73
"Vestfold Sandjeford",Norwegen,35324593,26296008,9028585,26.23
"Preußen Schweinfurt",Deutschland,27739652,18735556,9004096,26.45
"Aftokínito Xanthi",Griechenland,15611088,6612860,8998228,27.32
"Jedi Belfast",Nordirland,58866539,49885969,8980570,27.68
"Corse Bastia",Frankreich,29460698,20483786,8976912,26.58
"KV Nazran 92",Russland,18641063,9675491,8965572,27.50
"Gateshead Rovers",England,19274499,10320131,8954368,26.45
"TB Overijse 76",Belgien,15371484,6430047,8941437,26.95
"BSC Grohn",Deutschland,13076161,4136797,8939364,27.30
"Anjel Trnava",Slowakei,28294304,19381169,8913135,26.73
"Sportowy Krasnodar",Russland,12957643,4044582,8913061,27.27
"Ussi Yerevan",Armenien,16823491,7919029,8904462,27.55
"FKS Kołobrzeg",Polen,15417640,6519297,8898343,26.82
"ED Dender Hekelgem",Belgien,26978898,18082508,8896390,28.05
Giazantepspur,Türkei,17837871,8972743,8865128,26.67
"SSC Heimstetten",Deutschland,44633603,35775434,8858169,27.96
"Sankt Brest FK",Weißrussland,23425357,14586137,8839220,27.45
"Temse Sport",Belgien,13830498,4998938,8831560,26.64
"SBK Kaliningrad",Russland,27279167,18495963,8783204,29.36
"FK Limassol",Zypern,48946581,40165233,8781348,28.35
"Starua București",Rumänien,27719815,18945652,8774163,27.68
"RPFV Worms",Deutschland,25883176,17109748,8773428,25.91
"AC Parma",Italien,16811046,8040973,8770073,26.96
"Corby Athletic",England,14202807,5441004,8761803,26.73
"Sportivo Trapani",Italien,37184180,28432484,8751696,26.50
"Farak Grosny",Russland,18512224,9779050,8733174,26.30
"Atletico Pistoiese",Italien,31997818,23276990,8720828,26.45
"Jadera Zadar",Kroatien,16798622,8078548,8720074,27.77
"SWK Bregenz",Österreich,18003531,9355093,8648438,27.50
"Uyum Adana",Türkei,15757633,7116298,8641335,26.41
"Barnsley UK",England,21166442,12542749,8623693,26.91
"Maidenhead Doves",England,29499990,20892839,8607151,25.95
"Blau-Schwarz Mannheim",Deutschland,54816585,46223387,8593198,25.96
"VS Angyal Budapest",Ungarn,17245652,8657236,8588416,28.45
"BW Sandhausen",Deutschland,14019147,5432000,8587147,24.14
"Aigionikos FC",Griechenland,18039698,9469983,8569715,27.45
"Berwick Rovers",Schottland,14634001,6071203,8562798,27.73
"CS Algeciras",Spanien,16043594,7486071,8557523,28.00
"Sonnenhof Schönberg",Deutschland,15141551,6588150,8553401,27.82
"Káma Naberezhnye",Russland,28257907,19709441,8548466,26.77
"ES Boiro",Spanien,13920555,5379244,8541311,27.45
"Scezny Pruszków",Polen,19511273,10990859,8520414,26.39
"WF Gullegem",Belgien,14191781,5690220,8501561,27.86
"DC Drumcondra",Irland,17278801,8789932,8488869,27.41
"Pats Dublin CF",Irland,44974817,36512264,8462553,27.32
"Academica Cluj",Rumänien,12852108,4390686,8461422,29.09
"Oranje Emmen",Niederlande,13705769,5264838,8440931,29.23
"Korčula Blato",Kroatien,18088354,9678263,8410091,26.05
"Sterk Kristiansand",Norwegen,18639916,10233518,8406398,27.68
"Esportivo Logro̱̩s",Spanien,68756361,60363307,8393054,28.88
"Young Boys Zürich",Schweiz,16971990,8579458,8392532,26.39
"Soria CF",Spanien,15195761,6828345,8367416,26.77
"SV Kalsdorf",Österreich,48885849,40538800,8347049,27.23
"FC Boşakşehir",Türkei,12213924,3872992,8340932,27.32
"Victoria Hartlepool",England,41099832,32766802,8333030,28.00
"FK Cham",Schweiz,60110061,51789647,8320414,27.45
"SSC Leeuwarden",Niederlande,15501250,7200167,8301083,26.09
"Dynamit Tiraspol",Moldawien,18585441,10285159,8300282,27.64
"Inter Wexford",Irland,48225681,39955702,8269979,26.55
"SG Gurten",Österreich,18323466,10071291,8252175,28.05
"Mannsdorfer FC",Österreich,16559431,8316127,8243304,27.64
"Boston Nomads",England,12234224,3992954,8241270,26.27
"FC Cluj",Rumänien,30231511,22009147,8222364,27.23
"SK Kongsvinger 1893",Norwegen,14839550,6624037,8215513,26.00
"Pallok Vantaa",Finnland,23994117,15783869,8210248,28.50
"Royal Jaén",Spanien,15605457,7399953,8205504,27.09
"Ashton Sports",England,12107566,3924116,8183450,26.32
"Sçaykor Rize",Türkei,34170412,25988077,8182335,28.61
"Olympia Berlin",Deutschland,130073591,121915634,8157957,21.67
"KF Olsztyn",Polen,20647016,12518307,8128709,27.91
"Voort Deventer",Niederlande,15068403,6946357,8122046,27.35
"Sporting Boavista",Portugal,13687066,5591684,8095382,27.73
"KEC Emmen",Niederlande,32033767,23949772,8083995,28.00
"FK Groesbeek 29",Niederlande,18209168,10125651,8083517,27.55
"Genua Calcio",Italien,12672496,4592557,8079939,26.59
"FC Kristianstad",Schweden,22056026,13983207,8072819,27.50
Mersinspor,Türkei,12658132,4598430,8059702,27.73
"VfL Altenholz",Deutschland,21538047,13484719,8053328,27.73
"Concordie Constanța",Rumänien,48333651,40288088,8045563,27.04
"Brackley Stars",England,13568605,5535176,8033429,27.23
"FK Kissamikos",Griechenland,38392232,30381329,8010903,27.86
"FK Ioannina",Griechenland,59921639,51914429,8007210,25.25
"Sheffield Swords ",England,19213893,11209293,8004600,25.91
"Depor Mieres",Spanien,12880149,4926926,7953223,28.68
"Racing Requena",Spanien,14786669,6846047,7940622,26.91
"BPS Landskrona",Schweden,20146011,12208003,7938008,28.22
"Chevrokry Głogów",Polen,37571807,29650996,7920811,28.50
"Westfalia Gütersloh",Deutschland,13068089,5152476,7915613,26.36
"Signdal FK",Norwegen,31292669,23380033,7912636,25.23
"AC Isola Ischia",Italien,13614513,5727801,7886712,27.14
"Pallasaarja Oulu",Finnland,14647254,6832515,7814739,26.24
"Valby BK",Dänemark,16650703,8837033,7813670,27.32
"Olipcza Zambrów",Polen,13663170,5853246,7809924,26.36
"PL Atletica Crema",Italien,11634753,3825340,7809413,27.48
"Mellica Novokuznetsk",Russland,14085669,6276429,7809240,26.86
"AFC Aberystwyth",Wales,19938113,12143155,7794958,26.83
"Royal Londerzeel",Belgien,12397912,4614510,7783402,28.27
"CR Krapina",Kroatien,23991101,16207701,7783400,27.45
"USC Allerheiligen",Österreich,16993962,9211062,7782900,28.32
"Hansa Sudelbe",Deutschland,18987046,11225417,7761629,27.73
"SG Savona 1902",Italien,15571739,7837063,7734676,27.68
"Ferriby Fighter",England,20886641,13153417,7733224,28.39
"Germania Pohlheim",Deutschland,11517491,3792976,7724515,25.87
"RO Russe",Bulgarien,39287094,31579508,7707586,26.77
"Mesta Bansko KF",Bulgarien,31504688,23798692,7705996,27.17
"Spartak Afipsky",Russland,13912038,6217421,7694617,27.05
"Uni Murcia",Spanien,12105346,4410874,7694472,27.50
"AAC Coimbra",Portugal,14252742,6560895,7691847,27.36
"NES Famagusta",Zypern,32296384,24606092,7690292,27.77
"FV Badalona",Spanien,23721427,16037085,7684342,28.14
"SSC Rumelange",Luxemburg,14868531,7185275,7683256,28.27
"SC Pontedera",Italien,13471092,5797311,7673781,26.77
"Dalmatia Solin",Kroatien,26254764,18586541,7668223,27.22
"Muntenia Călărași",Rumänien,33243103,25592856,7650247,26.87
"Stranraer FV",Schottland,12145328,4496769,7648559,29.05
"FK Guingamp",Frankreich,21888275,14246764,7641511,27.14
"Tolmin CF",Slowenien,12758021,5154292,7603729,28.59
"Rot-Blau Bonn",Deutschland,22750178,15150847,7599331,27.87
"Adler Sprockhövel",Deutschland,12047484,4458581,7588903,28.14
"FK Nizhny",Russland,18300996,10731863,7569133,28.23
"Rapide Lens",Frankreich,17333953,9777612,7556341,27.50
"Nottingham Soccer",England,13115231,5560168,7555063,27.73
"Vendée Les Herbiers",Frankreich,19633677,12079736,7553941,27.05
"Peterhead United",Schottland,37608172,30063559,7544613,26.00
"Ostia Roma",Italien,11974018,4439968,7534050,28.27
"Weisheł Płock",Polen,72003806,64478668,7525138,27.30
"TSV Kitzbühel",Österreich,14993750,7468994,7524756,27.59
"Sportska Gabela","Bosnien und Herzegowina",14869578,7346428,7523150,27.14
"Alsace Mulhouse",Frankreich,14903140,7385968,7517172,28.89
"Glovester Town",England,10961826,3444936,7516890,27.23
"Saransk CF",Russland,12979388,5468371,7511017,28.32
"Gimnastico Astorga",Spanien,31021685,23523712,7497973,26.73
"AF Créteil-Lusitanos",Frankreich,12763355,5274479,7488876,26.86
"Fortuna Heidenheim",Deutschland,15732566,8277171,7455395,27.55
"FK Vrapče 76",Kroatien,12514171,5062572,7451599,27.68
"KFB Gaziantep",Türkei,23315939,15875208,7440731,27.55
"FKPG St. Johann ",Österreich,23229514,15791346,7438168,28.50
"WFC Erkenschwick",Deutschland,11324482,3896422,7428060,26.05
"SC Stadl-Paura",Österreich,11916470,4501404,7415066,27.36
"RCD Ejea",Spanien,13292718,5880190,7412528,26.45
"RSE Winkel",Belgien,20377674,12978058,7399616,27.18
"Zhim Tomsk",Russland,26675763,19288032,7387731,26.52
"SK Victoria St. Pölten",Österreich,11900871,4517716,7383155,28.82
"Tipperary Soccer",Irland,11241378,3860569,7380809,26.95
"Sportowy Khimki",Russland,33446548,26080999,7365549,26.86
"Galicia Lugo",Spanien,26779959,19426523,7353436,27.41
"NK Prijedor","Bosnien und Herzegowina",11573455,4226830,7346625,27.64
"IFF Sterbæk",Norwegen,81670813,74328619,7342194,22.18
"SSV Cartagena",Spanien,30924074,23594179,7329895,26.64
"Rayo Pozoblanco",Spanien,16912171,9583367,7328804,26.64
"PAS Dunaújváros",Ungarn,11722538,4404427,7318111,27.14
"Unión Azuqueca",Spanien,15452052,8142574,7309478,27.55
"Union Rosenheim",Deutschland,16816043,9517251,7298792,26.23
"Unión Villanovense",Spanien,11453523,4156774,7296749,26.23
"FC Euskirchen 1968",Deutschland,11553767,4271912,7281855,25.91
"CS St. Maria de Feira",Portugal,13651809,6370617,7281192,27.91
"Coleraine United",Nordirland,16056909,8788074,7268835,28.14
"Lomb Lumezzane",Italien,39753904,32486880,7267024,26.35
"Atletico Taranto",Italien,11989198,4725721,7263477,26.68
"Burnley Clarets",England,10935143,3675029,7260114,26.86
"FC Quintanapalla",Spanien,15046368,7786554,7259814,27.22
"Pullacher SC",Deutschland,11259848,4028717,7231131,26.27
"FK Gävle",Schweden,14284676,7055426,7229250,26.50
"Airdrie United",Schottland,26755753,19546162,7209591,27.95
"Rasensport Herkenrath",Deutschland,11259836,4051096,7208740,26.77
"SSC Cremona",Italien,32294374,25088954,7205420,26.43
"Fulham United",England,12451635,5249738,7201897,27.23
"AK Wallern",Österreich,12070965,4869492,7201473,26.50
"Primorje Vladivostok",Russland,76947490,69766675,7180815,27.09
"SpVgg Lotte",Deutschland,12037133,4877284,7159849,27.55
"Cambridge Town",England,13102267,5946493,7155774,26.95
"Futuro Ciserano",Italien,11356195,4200825,7155370,28.00
"FK Samobor",Kroatien,16070985,8923238,7147747,27.00
"SK Yuzhno",Russland,11634299,4527753,7106546,28.59
"Gazovski Lipetsk",Russland,27124683,20018843,7105840,26.75
"SC Cova de Piedade",Portugal,20731153,13626575,7104578,27.04
"FK Novo Mesto",Slowenien,14492105,7389166,7102939,26.32
Borsasport,Türkei,24549685,17453357,7096328,27.18
"AFC Tullamore",Irland,14125286,7044603,7080683,27.50
"Unio Fano 1907",Italien,20038132,12968515,7069617,26.95
"TSV Amberg 1985",Deutschland,11279681,4222714,7056967,28.05
"PV Stoke 1875",England,13007431,5959820,7047611,27.14
"Aluminium Aachen",Deutschland,11538024,4511848,7026176,27.41
"Sportiva Matelica",Italien,19534221,12509766,7024455,26.18
"CV Crotone",Italien,21404003,14379755,7024248,27.50
"RC Dingwall",Schottland,11255932,4235326,7020606,27.27
"AS Teruel",Spanien,12340143,5320912,7019231,25.32
"Inter Kajaani",Finnland,11371615,4353173,7018442,27.73
"GV Barcelos",Portugal,11378284,4360746,7017538,28.64
"TAK Freialdenhoven",Deutschland,28547047,21554217,6992830,27.73
"Manchester Revolution",England,48849577,41858618,6990959,26.64
"Preußen Neumünster",Deutschland,11539649,4553713,6985936,27.59
"GSV Barsinghausen",Deutschland,12822130,5848949,6973181,25.95
"Olympia Lyon",Frankreich,48688208,41735575,6952633,25.95
"SS Carrara",Italien,36104409,29153626,6950783,27.09
"SFC Torino",Italien,34773085,27840629,6932456,26.36
"Zhetsyu Qaraghandy",Kasachstan,21195397,14263684,6931713,27.73
"CD Urduliz",Spanien,11181130,4256909,6924221,27.50
"WBV Reutlingen",Deutschland,10749151,3833273,6915878,27.32
"FA Prat",Spanien,12486067,5573107,6912960,28.36
"Salappa Pori",Finnland,10329370,3421303,6908067,26.09
"Jeanette Esch",Luxemburg,24022590,17117388,6905202,27.91
"Pinerolo Calcio",Italien,13423867,6560936,6862931,29.09
"Loktàk Králové",Tschechien,25443879,18584436,6859443,28.36
"SHFV Todesfelde",Deutschland,10673030,3830059,6842971,27.14
"Arsenal Horsens",Dänemark,12436014,5622366,6813648,28.36
"OL Grudziądz",Polen,34701803,27899714,6802089,29.09
"Blau-Gelb Jena",Deutschland,17263266,10461242,6802024,27.64
"ES Alcoy",Spanien,60066565,53275345,6791220,27.30
Kacabuksport,Türkei,22545966,15760005,6785961,25.45
"Italia Brugnera",Italien,10900829,4118115,6782714,28.50
"Herakles Thessaloniki ",Griechenland,26869939,20102070,6767869,26.95
"ZKU Jekaterinburg",Russland,27361942,20600606,6761336,21.56
"Karpaky Wola",Polen,28902052,22161525,6740527,27.59
