Verein,Land,"Jugendspieler in Akademie","Jugendspieler befördert",Transfererlös
"Osman Ankara",Türkei,116,108,161968750
"Benzină Ploiești",Rumänien,154,146,161849468
"Brianzoli Monza",Italien,99,70,161612490
"Kriminalno Split",Kroatien,119,109,161284178
"Almad Diyarbakır ",Türkei,134,125,161224427
"KS Grimstad",Norwegen,86,78,161068137
"Montrose City",Schottland,102,94,161026193
"Longford City",Irland,122,115,160683494
"Hednesford Unity",England,104,78,160592431
"Sliema Nomads",Malta,101,93,160497736
"Italia Santarcangelo",Italien,111,103,160449377
"Gateshead Rovers",England,79,71,160364394
"FK Ajaccio",Frankreich,117,109,160362651
"Victoria Hürth",Deutschland,119,89,160297984
"HSV Concorde",Deutschland,111,79,160208368
"TKF 1915 Šamorín",Slowakei,130,122,160144496
"Depur San Fernando",Spanien,126,118,159873967
Menemensport,Türkei,138,130,159673178
"FK Parndorf",Österreich,112,106,159581912
"Saint Ptuj 1935",Slowenien,92,84,159544080
"Juve Makov",Slowakei,105,97,159432525
"Kupaz Ganja",Aserbaidschan,171,107,159395910
"CSA Suceava",Rumänien,104,97,159335988
"AS Salerno Calcio",Italien,135,105,159032179
"Ritzinger SK",Österreich,128,120,158977724
"FAC Wolfsberg",Österreich,167,117,158736700
"ZSK Omsk",Russland,80,72,158659051
"WSV Kristall Wattens",Österreich,119,111,158655329
"Radnik Čačak",Serbien,102,94,158593611
"Záhorie Skalica",Slowakei,102,94,158536145
"Boćnust Podgorica",Montenegro,92,84,158486959
"AS Cailungo",San Marino,153,145,158434220
"FK Differdange",Luxemburg,111,103,158298499
"TB Overijse 76",Belgien,142,134,157932245
"KFV Rijeka",Kroatien,136,128,157719235
"TSV St. Florian",Österreich,139,131,157701209
"RB Fischeln",Deutschland,97,89,157541442
"Rädan Baku",Aserbaidschan,102,95,157338302
"Dynamit Budějovice",Tschechien,105,97,157291317
"PSV Tampere",Finnland,147,139,157075557
"SK Ankarügücü",Türkei,100,93,157061535
"ST Bozen 1996",Italien,186,149,156986548
"Gimnastikos Argos",Griechenland,117,109,156934537
"Austria Imst",Österreich,39,28,156794842
"Kassaly Tschymkent",Kasachstan,96,88,156643856
"Atlético Montañesa",Spanien,95,87,156459942
"Lealta Villaviciosa",Spanien,136,128,156382374
"Salappa Pori",Finnland,85,77,156208062
"GIF Kalmar",Schweden,105,97,156207719
"Preußen Neumünster",Deutschland,92,60,156142363
"SC Cova de Piedade",Portugal,90,82,156103971
"FC Clermont-Ferrand",Frankreich,97,88,156091509
"Salò Calcio",Italien,118,111,155921906
"USC Allerheiligen",Österreich,80,64,155873614
"JK Linname",Estland,161,153,155870442
"SSK Lankowitz",Österreich,119,110,155667491
"Rangers IF",Dänemark,132,125,155633621
"Amor Famagusta",Zypern,140,86,155607078
"Intra Orašje","Bosnien und Herzegowina",100,93,155594716
Geşümehanospor,Türkei,116,108,155437751
"Karpaky Wola",Polen,109,101,155334043
"Święto Kielce",Polen,136,128,155309505
"Hrvatskoj Pleternica",Kroatien,99,92,155071890
"Inter Zmijavci",Kroatien,153,147,154905954
"Þùllíá Akureyri",Island,194,119,154852045
"Ascoli Calcio 1895",Italien,100,92,154814082
"SSK Halmstad",Schweden,121,113,154315008
"Blackpool Sea",England,117,106,154220206
"LOK Sarajevo","Bosnien und Herzegowina",133,125,154210191
"AS Perugia",Italien,101,93,154170421
"KS Kavajë",Albanien,107,99,154099259
"DFC Fortuna Berlin",Deutschland,114,63,153941097
"Cherno Burgas",Bulgarien,108,101,153923068
"PP Tigrotti Arsizio",Italien,101,94,153730487
"FTE Gaillard",Frankreich,118,108,153640713
"FV Zoro",Aserbaidschan,97,92,153338705
"Loja FC",Spanien,82,74,153304733
"Realstar Bruxelles",Belgien,139,132,153223694
"HB Paola",Malta,138,132,153216876
"FK Great Britain XIV",Gibraltar,144,106,153078976
"Athlitikó Veria",Griechenland,113,105,152495213
"FK Kılkarelispurt",Türkei,145,137,152437758
"FK Oulu",Finnland,116,108,152395467
"RSD Ferrol",Spanien,112,102,152170448
"Sçaykor Rize",Türkei,94,83,152049433
"Fulham United",England,97,67,151977942
"SWK Khabarosvk",Russland,106,100,151900444
"Atletický Myjava",Slowakei,133,125,151894901
"VV Dessel Kings",Belgien,95,87,151835634
"SC Waterford",Irland,208,135,151486178
"Havant Princes",England,71,63,151449765
"Mesta Bansko KF",Bulgarien,119,111,151300152
"Concord Åsane",Norwegen,112,105,151145764
"Inter Olbia",Italien,101,56,151068709
"Jedi Belfast",Nordirland,86,77,151017842
"Uniøn Bryne",Norwegen,120,112,150955027
"Naardvo NK",Norwegen,81,73,150907662
"Smehja Komsomolsk",Russland,135,128,150559718
"Cherkasy FC",Ukraine,116,108,150556424
"Potenza Melfi",Italien,119,111,149930553
"KV Tra Fiora",San Marino,143,109,149722314
"TSK Hartberg",Österreich,124,109,149691634
"Whitehawk Eagles",England,97,83,149652354
"Lokhtar Soligorsk",Weißrussland,128,100,149542565
"FC Demba",Lettland,100,92,149356392
"Zavrč FK",Slowenien,133,124,149325408
"GKS Szczecin",Polen,163,104,149215664
"Ata Balıkesir",Türkei,120,112,149212079
"Union Bellinzago CF",Italien,122,114,149210253
"Gimnastico Astorga",Spanien,143,135,149203817
"Legnica FK",Polen,146,119,149085146
"SKK Illertissen",Deutschland,129,79,148904436
"JKB Mikkeli",Finnland,121,113,148553764
"Kobuleti FC",Georgien,118,80,148154054
"Atlético Xàtiva",Spanien,86,78,147777395
"FSC Großes Aspach",Deutschland,116,66,147722311
"Llandudno Town",Wales,97,89,147707806
"FK Ried",Österreich,91,84,147593154
"RSC Genéve",Schweiz,142,134,147452436
"NL Coatbridge Rovers",Schottland,110,102,147363595
"AS Chișinău",Moldawien,101,95,147234993
"Valby BK",Dänemark,85,75,147166452
"FC Foggia",Italien,66,59,147098888
"Luleå SK",Schweden,101,95,147008611
"Sutton Athletic",England,113,95,146794535
"FK Guingamp",Frankreich,105,96,146770837
"FC Tbilisi",Georgien,99,91,146641087
"SCF Cowdenbeath",Schottland,121,113,146448504
"Aftokínito Xanthi",Griechenland,101,94,146389255
"GH Zürich 1887",Schweiz,164,108,146101375
"SK Biel/Bienne",Schweiz,91,76,145970186
"Canaria Las Palmas",Spanien,118,83,145965556
"FK St. Mirror",Schottland,116,109,145885993
"Birku Konya",Türkei,156,72,145790908
"Maccabi SC TA",Israel,106,98,145766765
"Chaniakose FK",Griechenland,122,114,145736921
"AK Istočno 1909","Bosnien und Herzegowina",135,129,145634366
"Cabinteely United",Irland,123,115,145539309
"Baden Bahlingen",Deutschland,122,84,145533354
"Imker Zaprešić  FK",Kroatien,156,107,145235311
"RCD Formentera",Spanien,129,122,145147389
"SC Waller Seekirchen",Österreich,93,86,145126456
"Metal Berceni",Rumänien,100,92,144720704
"Śląskie Bielsko-Biała",Polen,87,79,144656723
"Vonat Debrecen",Ungarn,105,58,144589468
"Olimpios Kerkyra",Griechenland,108,101,144452222
"KS Chojnice 35",Polen,119,111,144447463
"Sportfreunde Spielberg",Deutschland,126,65,144374532
"Vitoria Constanța",Rumänien,112,104,144355028
"Portsmouth City",England,95,87,144326731
"Genua Calcio",Italien,123,103,144245928
"Slugia Warszawa",Polen,126,95,144208859
"Virtus Montecatini",Italien,113,106,144069899
"SSL Ancona",Italien,119,111,143999230
"TuS Bönningstedt",Deutschland,121,100,143768843
"Royal Eupen",Belgien,127,120,143609034
"FA Fuglafjørður",Färöer,119,112,143509909
"  Elazığspurt",Türkei,121,113,143428778
"FV Cavese Calcio",Italien,87,80,143103217
"Seraing United",Belgien,111,104,143103059
"TuS Ulm 1853",Deutschland,124,70,143051921
"SSC Tra Penía",San Marino,130,122,142775058
"1. KV Třinec",Tschechien,97,89,142720045
"KF Olsztyn",Polen,80,73,142437104
"ASS Nardò",Italien,157,149,142308959
"Gaz Pskov",Russland,144,143,142118553
"Young Boys Zürich",Schweiz,107,94,142108039
"IFK Malmö",Schweden,74,56,142069037
"AL Nímes",Frankreich,76,68,142066724
"Arsenal Mansfield",England,94,84,142052361
"FK Baden Heiligenkreuz",Österreich,115,107,141749753
"FC Caen",Frankreich,95,85,141680170
"Lazio Latina",Italien,111,103,141069360
"Esportivo Logro̱̩s",Spanien,112,105,140862442
"Union Valletta",Malta,164,103,140568673
"Alf Sandnes 1913",Norwegen,119,112,140386304
"Thraki Komotini",Griechenland,105,98,140332388
"OFG Nice",Frankreich,154,92,140242227
"Pohjanlahti Vaasa",Finnland,120,112,140216569
"QP Glasgow 1867",Schottland,95,81,140091303
"KF Pojorâta 2012",Rumänien,122,114,139970211
"CD León",Spanien,159,148,139898913
"Thuner SC",Schweiz,125,118,139756773
"FV Austrien Salzburg",Österreich,148,105,139720329
"FK Limassol",Zypern,149,119,139586821
"Umbria Folignese",Italien,107,99,139530516
"KIS Vaasa",Finnland,121,113,139417128
"Slavia Domžale",Slowenien,117,109,139343941
"BPS Landskrona",Schweden,134,126,139182488
"Intra Baku",Aserbaidschan,89,81,139006981
Hecattespur,Türkei,112,105,138916101
"Srednjo Vitez","Bosnien und Herzegowina",106,98,138809658
Balosport,Türkei,131,119,138750988
"AS Chico Redondela",Spanien,90,82,138728214
"Stormbars FK",Litauen,83,71,138689834
"Dalälven Borlänge",Schweden,118,110,138642863
"FK Raptor Wien",Österreich,145,69,138537678
"Bullev Vratsa FK",Bulgarien,56,48,138343294
"Zehlendorfer SC",Deutschland,143,96,138300609
"Unirea Brăila",Rumänien,113,106,138189780
"Lombardia Como",Italien,114,106,137897016
"Yelisa Kirovohrad",Ukraine,110,104,137835611
"Gioventà Venezia",Italien,102,94,137634600
"FKI Runavík",Färöer,132,88,137586908
" Spreča Lukavac","Bosnien und Herzegowina",117,109,137555708
"More Zvornik","Bosnien und Herzegowina",134,128,137511636
"Slagelse SL",Dänemark,106,70,137470123
"Ariana Limassol",Zypern,104,96,137122326
"Športový Krásna",Slowakei,120,114,136878595
"Intra Pordenone",Italien,66,58,136818942
"Ilfov Chiajna",Rumänien,156,148,136795489
"JK Tallinn",Estland,106,98,136504595
"WFFK Rödinghausen",Deutschland,84,74,136426580
"SC Hasselt-Kermt",Belgien,97,90,136254996
"IS Östersund",Schweden,141,133,136197914
"AFC Netanya",Israel,123,115,136111763
"Croatia Čapljina","Bosnien und Herzegowina",139,131,136033359
"Veržej SC",Slowenien,90,82,135695117
"Siluro Grosseto",Italien,135,127,135639346
"Metallica Skopje",Mazedonien,90,83,135474011
"Old Boys Antwerpen",Belgien,87,79,135289775
"Stenhousemuir SSC",Schottland,92,84,135201248
"KF Lamia 1965",Griechenland,121,113,134902837
Kayserikulübü,Türkei,86,77,134824248
"IKK Klaksvík",Färöer,168,110,134685799
"VL Degerfors",Schweden,109,102,134532541
"Airdrie United",Schottland,135,127,134410344
"HS Klabi 2005",Finnland,133,125,134384603
"Mazow Radom",Polen,131,123,134349200
"SAT Velsen",Niederlande,137,132,134266703
Şunıarfanorspor,Türkei,121,115,134010681
"KS Adanaspur",Türkei,94,84,134000878
"SC Džepčište 05",Mazedonien,100,92,133997958
"St. Suðuroy 05",Färöer,87,80,133396737
"SFV Koblenz",Deutschland,132,82,133347031
"York Soccer",England,110,100,133304902
"Mantova Calcio",Italien,119,111,133289352
"FC St. Hardenberg ",Niederlande,87,77,132656419
"Westfalia Gütersloh",Deutschland,107,88,132400063
"Žaugija Vilnius",Litauen,139,131,132113315
"Stranraer FV",Schottland,109,101,132044444
"MS Akhisar",Türkei,115,107,132036065
"Pohjanmaa Kokkola",Finnland,114,106,131716743
"KV Lions",Gibraltar,186,136,131472802
"Zemlja Bălți",Moldawien,116,109,131409622
"FK Martuni",Armenien,106,99,131127582
"HFV Wiesbaden",Deutschland,93,79,130991284
"SSC Lecce",Italien,101,93,130898395
"Holstein Steinburg",Deutschland,124,115,130777804
"Sterk Kristiansand",Norwegen,101,94,130730778
"Frihed Fredericia",Dänemark,91,78,130483327
Bündımaspor,Türkei,109,102,130307433
"Plymotuh Emigrants",England,117,106,130260565
"SC Pontedera",Italien,79,71,130233045
"SFC Krasnoyarsk",Russland,124,116,130215657
"SFC Ravensburg",Deutschland,88,76,130098821
Tüçlaspocht,Türkei,139,131,130017447
"Sport Örebro",Schweden,102,94,129970078
"VF Göteborg",Schweden,99,91,129930465
"FC Deutschlandsberg",Österreich,101,94,129660666
"Duna Paksi",Ungarn,105,96,129524982
"Racing Amiens",Frankreich,118,111,129320025
"FC Næstved",Dänemark,78,71,129313430
"Elgin Atletic",Schottland,88,80,129214994
"AC Alessandria",Italien,111,104,128788451
"FV Dumbarton 1871",Schottland,139,132,128578454
"Omla Čakovec",Kroatien,117,110,128444965
"Algarve Olhão",Portugal,123,116,128429979
"Sportfreunde VK Köln",Deutschland,102,59,128313767
"Olimpico Zakynthos",Griechenland,135,127,128288622
"Høgesund FC",Norwegen,102,95,128274372
"Gernika FC",Spanien,83,75,128272577
"Wésłav Kraków",Polen,109,102,128254357
"Borussia Rehden",Deutschland,77,62,128206544
"1. FK Vienna 1895",Österreich,100,83,128075033
"Voort Deventer",Niederlande,89,79,127776071
"Lood Volendam",Niederlande,120,112,127639570
"Gainsborough United",England,121,93,127638741
"Atlético Línea",Spanien,143,135,127516686
"Tipperary Soccer",Irland,121,113,127469326
"Tähti Tampere",Finnland,124,117,127194312
"KF Bosna Kakanj","Bosnien und Herzegowina",138,131,127138009
"Crișana Arad",Rumänien,119,109,127024155
"DC Drumcondra",Irland,119,111,126613465
"SS Stradella Voghera",Italien,120,113,126506969
"Fotball Moss",Norwegen,111,103,126438378
"Depor Mieres",Spanien,107,99,126409868
"SG Kapellen 1931",Deutschland,97,88,126257659
"ZA Ebro",Spanien,82,75,125467696
"Universitate Clinceni",Rumänien,102,94,125283190
"SK Eugendorf",Österreich,89,82,125245710
"FC Petite Mbour",Lettland,109,102,125232216
"Mitchelstown CF",Irland,80,74,125019935
"Scuderia Benedetto",Italien,135,128,124904592
"SK Victoria St. Pölten",Österreich,59,50,124867403
"Spartak Podbrezová",Slowakei,137,129,124662334
"IF Finnsnes 23",Norwegen,102,95,124515953
"SI Atlet Göteborg",Schweden,103,93,124189315
"Tolmin CF",Slowenien,105,98,123778615
"FC Helsingborg",Schweden,106,98,123437242
"Tromsødahl FK",Norwegen,102,94,123007402
"Bær Sandvika",Norwegen,106,98,122991706
"FK Eindhoven City",Niederlande,75,60,122859308
"Royal Londerzeel",Belgien,106,98,122752827
"Sporting Oliveira",Portugal,132,124,122744479
"Sportis Blumenthal",Deutschland,102,72,122743979
"Cambridge Town",England,67,59,122687564
"Berwick Rovers",Schottland,75,68,122565279
"AS Mutilva",Spanien,100,90,122523078
"Županija Vinkovci",Kroatien,106,98,122497042
"WFC Erkenschwick",Deutschland,54,43,122484046
"Kotorosl Yaroslavl",Russland,113,105,122190502
"SSC Bournemouth 1902",England,120,99,122134786
"CR Krapina",Kroatien,102,95,122063577
"Corse Bastia",Frankreich,96,73,121936609
"Københavner FK",Dänemark,134,96,121835700
"FK Mezdra",Bulgarien,131,124,121823862
"FK Vrapče 76",Kroatien,82,75,121744877
"Stadt Brest 39",Frankreich,111,103,121578471
"FK Una Bihać","Bosnien und Herzegowina",124,116,121148328
"FK Kissamikos",Griechenland,104,96,120793727
"Tombola Tuzla","Bosnien und Herzegowina",89,81,120706405
"Birmingham Town",England,79,70,120495208
"Union Stadlau",Österreich,112,104,120361741
"IS Höllviken 1934",Schweden,121,115,120272644
Göztepspor,Türkei,90,82,120112063
"AK Wallern",Österreich,78,67,120082563
"Crawley Sports",England,90,82,119989267
"Fier Galați",Rumänien,113,105,119765152
"Peterhead United",Schottland,125,117,119606249
"EU Gibraltar",Gibraltar,86,76,119246524
"Doncaster Knights",England,109,81,118888684
"BO Praha 1903",Tschechien,112,105,118675598
"Rudar Kerkrade",Niederlande,178,86,118638399
Borsasport,Türkei,115,101,118600644
"Sonnenhof Schönberg",Deutschland,96,70,118530434
"AC Poggibonsi",Italien,97,90,118183821
"KEC Emmen",Niederlande,112,103,117924778
"SCC Neuchâtel",Schweiz,179,128,117470831
"Atletik Nikosia",Zypern,100,92,117310704
"Torna Budaörs",Ungarn,123,116,117288658
"SSV Kapfenberg 09",Österreich,98,84,117161172
"Olympique Laval",Frankreich,71,61,117046083
"FC Štip 95",Mazedonien,117,109,116973432
"Tiraspol Cowboys ",Moldawien,99,91,116908320
"FK Cádiz",Spanien,132,101,116857568
"Sportska Pleven",Bulgarien,72,66,116824908
"Clarrtonville CF",Nordirland,134,89,116199961
"Concordia Rieti",Italien,102,94,116177890
"SF Trabzon 2007",Türkei,100,93,116171116
"ZA Dniprodzerzhynsk",Ukraine,89,81,116169594
"GR Klaipėda",Litauen,130,124,116063038
"Vamos Vallecanos",Spanien,44,36,116020417
"SK Sokolov",Tschechien,119,111,115824931
"Metallica Mielec",Polen,102,94,115673813
"Hocruxo Vigo",Spanien,122,115,115216557
"FC Inter Znojmo",Tschechien,111,103,115214777
"FC Quintanapalla",Spanien,83,75,114934950
"RO Russe",Bulgarien,120,112,114841435
"USJ Kotka",Finnland,120,112,114723838
Keçiürspor,Türkei,98,90,114675266
"Pallok Vantaa",Finnland,103,95,114516738
"SK Auster Lustenau",Österreich,120,99,114446689
"Škundelja Tetovo",Mazedonien,111,79,113771597
"FK Lillestrøm",Norwegen,102,89,113745839
"SSC Huskvarna",Schweden,94,86,113594872
"RWB Windeck",Deutschland,63,55,113258780
"Lippstadter FC",Deutschland,86,77,112897648
"FC Pagani",Italien,119,112,112617762
"Sporting Pontisola",Italien,98,92,112463450
"KV Lahti",Finnland,108,101,111759419
"Sportowy Sosnowiec",Polen,112,104,111535880
"SSC Mosta",Malta,100,92,111217301
"SC Livorno",Italien,114,106,111041279
"BW Linz 1998",Österreich,92,80,110900032
"Altrincham Trafford",England,83,75,110656118
"Druja Pakruojis",Litauen,99,92,110642194
"Hérakles Alicante",Spanien,100,92,110497742
"ASS Dundee",Schottland,112,101,110377817
"CDO Dijon",Frankreich,135,119,110250097
"Racing Tenerife",Spanien,148,90,110201321
"Samtredia United",Georgien,110,102,109634771
"Royal Tilburg",Niederlande,105,77,109534508
"KS Mamur",Albanien,60,52,109478931
"AT Fostiras",Griechenland,58,50,109222570
"Olympique Dioa",Lettland,139,131,109155030
"Sporting Roeselare",Belgien,101,93,108900298
"KFB Gaziantep",Türkei,98,90,108587230
" YFC Diósgyőr",Ungarn,104,86,108522739
"Sportiva Novara",Italien,95,85,108170757
"VfR Neuenkirchen",Deutschland,85,77,107899708
"SSV Olginatese",Italien,71,63,107873377
"SSC Bremen 1915",Deutschland,90,47,107846081
"AS Cornella",Spanien,99,91,107834628
"AS Caronno-Pertusella",Italien,120,112,107812419
"Unione Cittadella",Italien,129,120,107580531
"WB Sterren",Belgien,110,101,107509981
"Zhetsyu Qaraghandy",Kasachstan,90,82,107273572
Mersinspor,Türkei,123,114,107214822
"Hessen Lehnerz",Deutschland,98,78,107192460
"Speertak Praha",Tschechien,147,106,106924470
"Sportive Tours",Frankreich,118,110,106912125
"Chorne Odessa",Ukraine,101,93,106749798
"SK Ústí",Tschechien,102,95,106660770
"KB Sarıyer",Türkei,69,61,106625956
"SK Kongsvinger 1893",Norwegen,97,89,106481998
"TAK Freialdenhoven",Deutschland,84,72,106434933
"SSC Leffe-Albino",Italien,106,97,106373243
"AFK Pomorie",Bulgarien,99,91,106281175
"VfL Saar 1925",Deutschland,70,55,106155598
"Super Weston CF",England,72,64,106091188
"IFK Oskarshamn",Schweden,82,74,105875527
"Ferrara Calcio",Italien,99,91,105858554
"Atletiek Westerlo",Belgien,106,98,105842152
"AW Berchem",Belgien,53,47,105554839
"AFK Svätý Jur",Slowakei,79,71,105364307
"SK Békéscsaba 1913",Ungarn,106,98,105042999
"FK Chambly",Frankreich,145,109,104960249
"Atlantika Klaipėda",Litauen,102,95,104736340
Karşıyakspor,Türkei,110,102,104624465
"FC Kirchbichl",Österreich,111,52,104558498
"SI Hobro",Dänemark,72,53,104330971
"FC Miranda",Spanien,116,88,104298416
"Lületaş Eskişehir",Türkei,95,87,103946023
"Charlton Haddocks",England,119,52,103674785
"CO Alcorcón",Spanien,117,96,102766897
"Tuzi FV",Montenegro,103,95,102647990
"Sportiva Leioa",Spanien,99,92,102352495
"Sportivo Aves",Portugal,91,80,102008519
"Lugan County",Nordirland,106,98,101688625
"Előre Szombathely",Ungarn,98,91,101113121
"Lomb Lumezzane",Italien,122,115,101008006
"Leuven Duivels",Belgien,85,77,100915432
"Lipany FK",Slowakei,126,118,100896137
"DB Spakenburg",Niederlande,119,111,100564098
Giazantepspur,Türkei,92,84,100162624
"Unión Villanovense",Spanien,92,84,99991273
"Calcio Legnago",Italien,103,99,99682819
"Cappellen Town",Belgien,66,58,99471907
"Union Weiz",Österreich,140,97,99405903
"SSC Heimstetten",Deutschland,92,78,99380590
"AC Cagliari",Italien,90,78,99214863
"SK Elverum",Norwegen,98,92,98734791
"SC Starkstrom Wien",Österreich,79,73,98470085
"Anadolu Sivas",Türkei,80,72,98186199
"FK Opuzen",Kroatien,99,91,97905351
"SSC Portimão",Portugal,79,72,97383913
"Rayo Jumilla",Spanien,91,83,97338040
"Zenita Kranj",Slowenien,61,53,97104251
"Desportivo Famalicão",Portugal,137,132,96905180
"Viitor Râmnicu Vâlcea",Rumänien,113,105,96418761
"GSV Barsinghausen",Deutschland,67,51,96049720
"HB Edinburgh",Schottland,75,66,95921121
"IFK Reichenau",Österreich,40,31,95762369
"Angel de Compostela",Spanien,67,60,95500541
"AFK Karbach",Deutschland,112,81,95452786
"SC Mechelen 1905",Belgien,114,106,95449106
"Benfica Luxemburg",Luxemburg,80,69,95387999
"Bala City",Wales,105,97,95131683
"Visina Ivanjica",Serbien,98,90,95095937
"AFK Floridsdorf",Österreich,130,99,95007478
"CS Marbella",Spanien,105,89,94794968
"Dnepr Zaporizhya",Ukraine,129,122,94607623
"Atletism Balotești",Rumänien,104,96,94187175
"Juventus Prato",Italien,111,104,94186783
"JK Sillam",Estland,134,39,94091494
"KS Leftra Gjirokastër",Albanien,80,73,94052178
"Club Heist",Belgien,109,103,93975378
"Eteenpäin Valkeakoski",Finnland,97,90,93952355
"RR Kirkcaldy",Schottland,63,55,93721788
"Zaskia Gdańsk",Polen,124,79,92766399
"Sportive Virton",Belgien,93,85,92355790
"VL Trakai",Litauen,130,74,92168362
"Dynamit Moskva",Russland,99,86,91927070
"SHFV Todesfelde",Deutschland,70,53,91611304
"Lanesra Tula",Russland,82,74,91602888
"Ejderi Kayseri",Türkei,86,79,91346192
"Unión Praia",Portugal,76,68,91223528
"US Høddvik",Norwegen,123,115,90682562
"ACS Middlesbrough",England,54,43,90639768
"Dagenham Athletic",England,102,93,89810294
"Typá Tyumen",Russland,117,109,89716411
"Dithmarschen Heid",Deutschland,52,38,89560427
"OKF Montana 1948",Bulgarien,63,55,89239818
"Täby IF",Schweden,84,77,89116302
"Telford Midland",England,49,19,88859807
"FK Novi Zagreb",Kroatien,82,74,88709670
"FC Cluj",Rumänien,78,70,88308077
"WBV Reutlingen",Deutschland,75,65,88233944
"QSFC Dumfries",Schottland,135,127,88024311
"KF Tărlungeni",Rumänien,83,75,87737386
"Atletiek Aalst",Belgien,72,65,87586718
"SSC Vilafranca",Spanien,69,61,87206434
"VfL Arnoldsweiler",Deutschland,72,57,86757184
"FKS Rochdale",England,81,74,86703052
"Värnamo SK",Schweden,90,82,86580655
"Radnički SB",Kroatien,120,112,85474218
"Blau-Rot Hollenbach",Deutschland,74,60,85062250
"Brócoli Lorca",Spanien,79,71,84956082
"SE Melilla",Spanien,121,114,84065907
"Wigan Dynamic",England,73,53,83306880
"SV Porta Trier",Deutschland,111,56,83221152
"Hemmerup AK",Dänemark,101,92,82776157
"AF Bray",Irland,87,79,81377254
"Gosport Rebells",England,71,43,81276917
"SSC Kallithea",Griechenland,83,75,80475352
"FA Prat",Spanien,39,14,79897699
"KF Široki Brijeg 1948","Bosnien und Herzegowina",172,117,79735784
"RCD Sestao",Spanien,79,71,79206717
"FKP Timișoara",Rumänien,91,84,78652229
"CS Lanzarote",Spanien,82,64,78621276
"Banja Luka CF","Bosnien und Herzegowina",99,91,78493596
"ARA Södertälje",Schweden,104,96,78442365
"Juventude Sines",Portugal,79,72,78405129
"Charleroi Zèbre ",Belgien,105,50,78282688
"Harrogate Union",England,42,35,77945767
"Swansea Town",England,83,47,77884676
"AS Jerez",Spanien,77,69,77687651
"FK Chaves 48",Portugal,53,46,77369673
"NWV Bergisch Gladbach",Deutschland,66,49,77277315
"FC Varese",Italien,90,83,77202197
"Dnipropetrovsk FC",Ukraine,107,90,76875383
"Union Neusiedl am See",Österreich,62,54,76844356
"VfB Elversberg",Deutschland,79,56,75927453
"Inizio Gavorrano",Italien,62,55,75792746
"DAX Silkeborg",Dänemark,65,56,75758018
"Atletico Forlì",Italien,58,50,75521848
"Nogomet Split",Kroatien,92,26,75230151
"Turopolje Gorica",Kroatien,69,61,74954807
"FV Olot",Spanien,76,69,74681288
"Burton United",England,87,47,73817865
"Mazowieckie Ząbki",Polen,82,74,73684956
"Union Scunthorpe",England,74,65,73441765
"GAS Ajaccio",Frankreich,73,61,73149682
"Atletic Pembroke",Malta,109,101,71875794
"Preußen Balingen",Deutschland,72,64,71202400
"Alemannia Marl-Hüls",Deutschland,67,62,70866207
"Real Lloseta",Spanien,79,71,70465431
"Campania Benevento",Italien,86,78,69841406
"Soccer Burreli",Albanien,53,46,69465117
"Torquay Kickers",England,60,56,69347435
"Lichtenberger SK",Deutschland,85,38,69128542
"OV Lokeren",Belgien,67,58,68485570
İstanbulspocht,Türkei,61,53,67769568
"Brechin Town",Schottland,96,88,66625614
"Hammer BSV",Deutschland,71,56,66533318
"SV Kalsdorf",Österreich,92,85,66014000
"Signdal FK",Norwegen,93,82,65966992
"EF Lleida",Spanien,77,68,65389438
"SD Granada",Spanien,110,71,65105195
"AFK Eberau",Österreich,54,47,64972387
"Royal Irún",Spanien,89,66,64466526
"Robot Skopje",Mazedonien,84,76,63875077
"Woolfield FC",Nordirland,104,96,61320059
"FKPG Saalfelden",Österreich,58,51,60965350
"KF Welski Sofia",Bulgarien,122,109,60840483
"Tamworth Soccer",England,55,48,59937992
"Zelen Banovići KF","Bosnien und Herzegowina",70,63,59889521
"Almere Town",Niederlande,65,58,58510787
"Axalupa Rom",Italien,71,48,57888321
"Dynamo Zwickau",Deutschland,106,62,57535588
"Wallonia Ciney",Belgien,84,77,57445973
"AFK Amstetten",Österreich,92,84,57309325
"Fortuna Dassendorf",Deutschland,50,43,56898869
"AS Dounes",Lettland,59,45,56523824
"Blessed St Albans",England,58,54,55981644
"SFC Torino",Italien,93,85,55480772
"Intra Turku",Finnland,95,82,54968800
"Lohfelder FC",Deutschland,39,30,54494268
"Dynamo Großbardorf",Deutschland,42,31,54220882
"Vlaanderen Hamme",Belgien,61,53,53356194
"Nuneaton City 1902",England,44,41,52529401
"JK Tartu Lemm",Estland,73,65,50778413
"WFV Ahlen",Deutschland,92,76,50640182
"Olympique Geel",Belgien,65,57,50570431
"Extrema Almendralejo",Spanien,29,11,50090938
"WFV Ennepetal",Deutschland,46,37,49943596
"CP Escola Lisboa",Portugal,53,49,49332353
"Adler Sprockhövel",Deutschland,57,42,48866094
"SS St. Martina Franca",Italien,65,61,47322963
"Leyton London",England,48,42,47024373
"Sporting Lecco",Italien,73,65,47016763
"FK VäxjÖ 1931",Schweden,45,43,46436795
"NFV Lüneburg",Deutschland,57,36,45417283
"AAC Coimbra",Portugal,36,13,44522487
"SCP Tenisca",Spanien,37,29,44136180
"Union St. Gallen",Schweiz,49,40,43878230
"Saransk CF",Russland,52,42,43507017
"Forrest Bradford",England,43,36,43398174
"Dinamo Kobuleti",Georgien,52,42,43250570
