Verein,Land,"Jugendspieler in Akademie","Jugendspieler befördert",Transfererlös
"SSC Rumelange",Luxemburg,110,102,149404559
"SpVgg Lotte",Deutschland,138,67,149388381
"1. SC Pardubice",Tschechien,87,79,149014701
"FKS Athen",Griechenland,138,124,148975860
"Bangor Town",Wales,154,142,148752707
"Union Scunthorpe",England,95,86,148589698
"Napoli Calcio",Italien,115,107,148583461
"AT Fostiras",Griechenland,55,47,148424940
"FC Boşakşehir",Türkei,115,107,148379088
"Carpi Calcio",Italien,71,63,148322768
"Lokhtar Soligorsk",Weißrussland,67,59,147984945
"KSK Radomlje",Slowenien,101,93,147938969
"NK Veduž Mostar","Bosnien und Herzegowina",115,108,147887931
"Tweede Enschede",Niederlande,144,101,147871618
"Preußen Neumünster",Deutschland,134,81,147745740
"Atletiek Westerlo",Belgien,106,98,147532365
"Galicia Lugo",Spanien,137,129,147479589
"KF Olsztyn",Polen,85,77,147310250
"Coleraine United",Nordirland,82,74,146935442
"FSV Schwachhausen",Deutschland,120,102,146920550
"FK Nisporeni",Moldawien,128,120,146645757
"Atlétika Csákvár",Ungarn,83,75,146276875
"Union Valletta",Malta,74,66,146230653
"Sportsklub Odense",Dänemark,112,104,146200771
"CV Crotone",Italien,107,92,146111430
"Värnamo SK",Schweden,103,95,145879452
"SS Pâncota",Rumänien,84,75,145649261
"FK Petrol Hîncești",Moldawien,97,89,145503891
"Wolverhampton Town",England,142,108,145469778
"KFN Novopolotsk",Weißrussland,124,123,145265919
"POTE Baryssau",Weißrussland,104,97,145199993
"AK Berlin 1917",Deutschland,87,33,145024127
"UD Lizarra",Spanien,92,84,144895477
"Royal Sevilla",Spanien,165,115,144852006
"Atletico Pistoiese",Italien,81,74,144583416
"Dnipropetrovsk FC",Ukraine,106,76,144470957
"Atlético Tarragona",Spanien,121,85,144448771
"SC Starkstrom Wien",Österreich,106,97,144445837
"ASS Nieciecza",Polen,108,100,144273050
"Dalmatia Solin",Kroatien,98,90,144226297
"Bala City",Wales,144,127,144194750
"AS Cailungo",San Marino,95,87,144113300
"Sportowy Lubin",Polen,103,95,143918035
"SK Elverum",Norwegen,113,106,143786544
"Kriger Helsingør",Dänemark,90,72,143584697
"Mladi Podgorica FK",Montenegro,138,131,143503362
"ISK Grindavík",Island,129,114,143393758
"Jadera Zadar",Kroatien,83,75,143358314
"Blau-Rot Hollenbach",Deutschland,104,90,143188521
"CF Eibar",Spanien,163,120,142978916
"Dinamo Plovdiv",Bulgarien,45,37,142716962
"CA Tuttocodio",Italien,95,87,142436986
"SSC Cremona",Italien,81,73,142356507
"Portsmouth City",England,115,88,142105719
"KV Târgu Mureș",Rumänien,118,111,142060801
"Sportivo Aves",Portugal,105,97,141761800
"SK Békéscsaba 1913",Ungarn,100,93,141724643
"Sportski Imotski",Kroatien,148,139,141599020
"Matosinhos Leixões",Portugal,140,133,141187750
Keçiürspor,Türkei,108,100,141168757
"FSI Mariehman",Finnland,120,113,141062637
"FK Golfo di Stabia",Italien,121,114,140954622
"CSA Suceava",Rumänien,84,76,140886862
"ACF Ayr",Schottland,114,104,140459835
"Blessed St Albans",England,94,68,140400361
"Legnica FK",Polen,118,99,140350241
"Gernika FC",Spanien,108,100,140079225
"Rayo Jumilla",Spanien,89,81,139757119
"SA Vaskalund",Schweden,42,35,139445594
"Rodóva Marijampolė",Litauen,98,90,139280736
"SBK Pfullendorf",Deutschland,116,73,138989772
"CD Elche",Spanien,101,93,138905605
"Union Kehl 1906",Deutschland,125,97,138896744
"HFV Wiesbaden",Deutschland,76,65,138821135
"Chorley Roses",England,111,93,138785740
"Salò Calcio",Italien,104,93,138775053
"SV Pasching",Österreich,97,76,138538663
"Alfreton Derbyshire",England,109,101,138454742
"ED Dender Hekelgem",Belgien,100,92,138249181
"FK Veľký Meder",Slowakei,94,87,138012052
"Ascoli Calcio 1895",Italien,130,119,137952635
"SC Guédiawaye",Lettland,98,91,137480100
"FK Banana Yerevan",Armenien,102,94,137458562
"Hanka Espoo",Finnland,117,110,137402314
"Neuwiener FK",Österreich,118,106,137384453
"ASK Völkermarkt",Österreich,87,81,136999662
"Sportivo Braga",Portugal,105,90,136827334
"Zhim Tomsk",Russland,82,75,136655867
"FV Vaduz 1935",Schweiz,123,76,136649561
"Port Talbot County",Wales,118,110,136458768
"Athletic Tuam",Irland,139,132,136299138
"Unione Cittadella",Italien,102,93,136199439
"SOF Angers",Frankreich,70,58,136018886
"Oxford Urbans",England,99,89,135895471
"Phoenix Yerevan",Armenien,139,101,135873449
"SSV Pavia",Italien,122,116,135704463
"PV Stoke 1875",England,90,81,135518723
"Saimaa Joutseno",Finnland,121,114,135513203
"FKS Kriens",Schweiz,79,71,135291490
"AS Chișinău",Moldawien,100,92,135060056
"Eintracht Offenbach",Deutschland,133,61,134922852
"Bulgaria Panagyurishte",Bulgarien,97,89,134837955
"FK Chambly",Frankreich,104,79,134597623
"SAV Sandersdorf",Deutschland,91,66,134568093
"FK Neretva Mostar","Bosnien und Herzegowina",132,96,134556740
"Štirovnik Cetinje",Montenegro,82,74,134477396
"Avanti Siena",Italien,117,110,134380947
"Westfalia Gütersloh",Deutschland,130,72,134357647
"Derby United",England,130,97,134352946
"SL Martin 1995",Slowakei,97,87,134151577
"SK Moskau",Russland,111,66,134122883
"SSV Lille",Frankreich,63,47,134010300
"FK Novo Mesto",Slowenien,102,94,133908756
"POSK Saloniki",Griechenland,111,104,133858236
"Viktoria Schaffhausen",Schweiz,118,110,133420991
"Warta Częstochowa",Polen,97,90,133034526
"Veneto Bassani",Italien,110,101,132988657
"KS Korobii Peshpope",Albanien,55,47,132694134
"RW Beckum",Deutschland,93,61,132616665
"Adler Sprockhövel",Deutschland,94,51,132615452
"Turopolje Gorica",Kroatien,118,110,132604599
"FK Great Britain XIV",Gibraltar,108,97,132393359
"Kesımboşaspar FK",Türkei,219,110,132248709
"Konyaaltı Antalya",Türkei,108,100,132205365
"Uni Svishtov 48",Bulgarien,80,73,132198823
"KFB Gaziantep",Türkei,89,80,132050623
"Fortuna Dassendorf",Deutschland,61,44,132001979
"Atletic Pembroke",Malta,124,114,131806365
"Alsace Mulhouse",Frankreich,123,73,131757286
"Union Neubrandenburg",Deutschland,133,79,131685905
"VfL Saar 1925",Deutschland,110,97,131643084
"La Louvière City",Belgien,96,88,131639340
"Beuter Jeru FC",Israel,72,65,131567791
"BO Norrby",Schweden,88,81,131379202
"Salappa Pori",Finnland,117,110,131304134
"Loktàk Králové",Tschechien,115,108,131129659
"DSK Fortuna Wien",Österreich,96,88,130856261
"Lombardia Como",Italien,67,58,130485988
"Olympique Geel",Belgien,95,88,130479787
"Międzynar Bełchatów",Polen,122,115,130106411
"Tiraspol Cowboys ",Moldawien,107,89,130025386
"Samtredia United",Georgien,74,67,129943912
"FF Gerasdorf",Österreich,87,79,129813623
"Union Lommel",Belgien,101,95,129710012
"FSV Neugersdorf",Deutschland,79,55,129681758
"DTE Groesbeek",Niederlande,110,103,129582041
"FAK Voronezh",Russland,71,62,129399451
"Croatia Čapljina","Bosnien und Herzegowina",103,95,129335898
"Rupida București",Rumänien,98,91,129225303
"SFC Ravensburg",Deutschland,82,67,129173548
"Chelmsford Community",England,112,104,129143150
"Angel de Compostela",Spanien,98,92,128943983
"FK Poissy",Frankreich,118,110,128940494
"Sodjìska Nikšić",Montenegro,82,71,128886711
"Horda Sotra",Norwegen,101,94,128794496
"Dynamit Tiraspol",Moldawien,116,108,128580780
"Glentory Belfast",Nordirland,104,96,128493437
"FK Una Bihać","Bosnien und Herzegowina",119,111,128226381
"ASK Karviná",Tschechien,114,106,128192280
"SSC Wörgl",Österreich,103,95,127752774
"FK Chaves 48",Portugal,109,102,127638588
"Shrewsbury United",England,88,75,127577994
"KN Galebi",Slowenien,140,132,127510095
"Hellas Almelo",Niederlande,114,86,127149869
"Realstar Bruxelles",Belgien,106,91,127035808
"Cercedense CF",Spanien,66,56,126585921
"Atletický Myjava",Slowakei,134,126,125965866
"Bullev Vratsa FK",Bulgarien,100,91,125924799
"Lichtenberger SK",Deutschland,85,52,125790337
"Esportiva Linares",Spanien,136,129,125662904
"Soda Jönköping",Schweden,130,122,125497390
"OZ Oosterwijk",Belgien,77,69,125488493
"FC Tbilisi",Georgien,102,94,125164366
"Jekla Kidričevo",Slowenien,74,66,125067856
"Olimpic Cobh",Irland,93,86,124989037
"SSV Modena",Italien,155,146,124987636
"  Elazığspurt",Türkei,88,80,124987313
"Bromley UK",England,88,81,124583166
"FKV Huddinge",Schweden,77,69,124445898
"Kufsteiner SSC",Österreich,113,102,124170004
"KEC Emmen",Niederlande,61,51,124147094
"Farak Grosny",Russland,77,54,123978325
"Schwyz Tuggen",Schweiz,103,90,123965288
"Potenza Melfi",Italien,73,65,123617180
"SI Atlet Göteborg",Schweden,122,110,123429313
"FCU Haibach",Deutschland,142,115,123349409
"Sportivo Mondorf",Luxemburg,115,107,123247967
"Airdrie United",Schottland,103,95,123194995
"TAK Freialdenhoven",Deutschland,71,49,122928233
"Dartford City",England,79,72,122914937
"Spartak Žilina",Slowakei,131,121,122652852
"FK Opuzen",Kroatien,93,85,122206868
"Luton United",England,106,90,121569269
"OFK Ski",Norwegen,116,109,121453574
"AC Parma",Italien,156,92,121293277
"FK Nijmegen 1900",Niederlande,82,56,120562941
"FV Olot",Spanien,99,89,120500017
"FC Miro Be’ér Shéva",Israel,104,96,120446826
"NOS Goražde","Bosnien und Herzegowina",61,53,120375220
"SG Orenburg",Russland,132,125,120193860
"Atlético Línea",Spanien,119,111,119989238
"Concord Bishops",England,102,93,119978241
"Zehlendorfer SC",Deutschland,125,82,119942837
"Fotball Moss",Norwegen,102,95,119744497
"EU Gibraltar",Gibraltar,115,107,119716219
"Coventry Town",England,87,78,119584013
"Spartak Izhevsk",Russland,75,67,119336341
"FKS Kołobrzeg",Polen,84,76,119219447
"Káma Naberezhnye",Russland,84,76,119177096
"Tortuk Nalchik",Russland,83,73,118740185
"Slavyani Sofia FK",Bulgarien,83,62,118653677
"Union Kutaisi",Georgien,108,98,118277228
Adalanyasport,Türkei,82,73,118112007
"SC Agrigento",Italien,100,89,117876652
"Spa Cheltenham",England,81,74,117841928
"Aigionikos FC",Griechenland,92,85,117834324
"Gateshead Rovers",England,109,100,117701126
"FC Mbour",Lettland,106,98,117651589
"TSV St. Florian",Österreich,60,52,117508494
"Sportive Virton",Belgien,106,96,117277018
"FKS Rochdale",England,87,79,117259563
"VfL Arnoldsweiler",Deutschland,92,61,117238566
"Teutonia Alfter",Deutschland,194,115,117102282
"Ilfov Chiajna",Rumänien,62,54,117012082
"Atletico Forlì",Italien,103,95,116881721
" Spreča Lukavac","Bosnien und Herzegowina",104,96,116715839
"FV Brehl St. Gallen",Schweiz,142,126,116524234
"St. Llansantffraid FC",Wales,119,101,116515429
"Škundelja Tetovo",Mazedonien,109,101,116198509
"SK Zvezda Belgrad",Serbien,130,121,116127092
"Benfica Luxemburg",Luxemburg,107,96,116071425
"MS Akhisar",Türkei,90,80,115880132
"FC Pagani",Italien,112,106,115857988
"OL Grorud",Norwegen,83,75,115532154
"Babelsberger Kickers",Deutschland,93,57,115512575
"FK Niepołomice 1919",Polen,50,42,115382467
"SSV Halberstadt 98",Deutschland,78,48,115379780
"Union Liége FC",Belgien,110,102,115145169
"CO Alcorcón",Spanien,123,85,114671421
"FC Kalte",Estland,99,91,114658449
"KA Larisa",Griechenland,112,104,114436977
"AFK Anif",Österreich,68,61,114408387
"FFK Dornbirn",Österreich,132,95,114289419
"Sport Qäbälä",Aserbaidschan,137,128,113955149
"Halifax County",England,69,61,113611528
"Joseph`s United",Gibraltar,140,132,113568189
"Uno Seregno 1923",Italien,99,90,113547267
"Aero Kharkiv",Ukraine,95,88,113452455
"Hrvatskoj Pleternica",Kroatien,122,115,113145685
"ASK Oberwart",Österreich,63,33,112859931
"TuS Bönningstedt",Deutschland,101,82,112593406
"Zhunit St. Peterburg",Russland,160,98,112467037
"KA Iraklio",Griechenland,94,87,111922924
"SK Raab Lafnitz",Österreich,91,83,111793057
"Llandudno Town",Wales,120,84,111702766
"VF Göteborg",Schweden,104,96,111589126
"Real Koksijde",Belgien,120,113,111486497
"SFC Rostov",Russland,126,103,111280029
"VfB Rain 1898",Deutschland,89,78,111236999
"FC Euskirchen 1968",Deutschland,105,84,111176009
"Padova Este",Italien,120,113,110850526
"FK Koprivnica",Kroatien,100,85,110604015
"FKI Runavík",Färöer,125,117,110376492
"SK Kongsvinger 1893",Norwegen,114,106,110351090
"AFK Eberau",Österreich,84,76,110208611
"NB Helmond",Niederlande,121,113,110011642
Geşümehanospor,Türkei,54,46,109994930
"Atlético Varzim",Portugal,74,66,109737782
"Union Toulouse",Frankreich,81,74,109601753
"Kenmare United",Irland,106,98,109281722
"SCF Cowdenbeath",Schottland,138,81,109159585
"Havelser SC",Deutschland,87,67,108928929
"Sporting Arouca",Portugal,89,81,108906443
"SWK Bregenz",Österreich,107,91,108806463
"AFK Kapan",Armenien,65,57,108430288
"Sportivo Frosinone",Italien,65,58,108423998
"Kobuleti FC",Georgien,109,99,108375041
"Alliance Køge ",Dänemark,92,78,108319711
"SL Pastarossa",San Marino,111,98,108304480
"Borussia Northeim",Deutschland,91,69,108130108
"Lok Tambov",Russland,102,94,108092503
"Ata Balıkesir",Türkei,86,78,108073870
Giazantepspur,Türkei,103,81,107684947
"Spartak Jablonek",Tschechien,77,62,107509990
"Royal PG Valladolid",Spanien,70,62,107480463
"Sankt Brest FK",Weißrussland,83,75,107427315
"Vejle FF",Dänemark,99,91,107018280
"Omiš FK",Kroatien,106,99,106746483
"PAS Dunaújváros",Ungarn,100,92,106509643
"GR Klaipėda",Litauen,118,110,106217126
"AFC Tullamore",Irland,124,115,106172648
"Union Weiz",Österreich,72,66,106081976
"Plymotuh Emigrants",England,66,57,105388402
"Lazio Latina",Italien,69,59,105180372
"Mellica Novokuznetsk",Russland,100,93,104569755
"AAC Coimbra",Portugal,104,98,104461774
"OL Donezk",Ukraine,90,82,104282915
"Wallonia Ciney",Belgien,102,96,104044798
"SK Victoria St. Pölten",Österreich,63,56,103097068
"CS Marbella",Spanien,67,60,102953996
"KFC Waalwijk 41",Niederlande,84,77,102520504
"Gaza Mediaș",Rumänien,136,97,102458158
"Intra Turku",Finnland,91,80,102045612
"Radnik Čačak",Serbien,83,64,101996968
"KF Radar Kakanj","Bosnien und Herzegowina",80,73,101870099
"WSC Ruislip",England,66,56,101794858
"Boomian FC",Irland,94,85,101777222
"Naxxar Soccer",Malta,118,110,101743344
"AFK Pomorie",Bulgarien,106,99,101354750
"Rossoblù L`Aquila",Italien,92,84,101341093
"Alemannia Marl-Hüls",Deutschland,62,28,101024904
"Viktoria Jihlava",Tschechien,120,112,100972329
"TSK Hartberg",Österreich,64,54,100547580
"Italia Wolfsburg",Deutschland,82,49,100371685
"Dnepr Zaporizhya",Ukraine,93,85,99954503
"Inizio Gavorrano",Italien,120,113,99796422
"VfR Neuenkirchen",Deutschland,62,43,98527576
"NFV Lüneburg",Deutschland,84,67,98255004
"Lougana FC",Lettland,87,80,97913703
"SG Gurten",Österreich,100,91,97882496
"Horner SC",Österreich,110,101,97858440
"Tipperary Soccer",Irland,102,94,97666121
"BPS Landskrona",Schweden,80,73,97136907
"HFC Rhynern",Deutschland,90,77,97117806
"ASK Paços de Ferreira",Portugal,126,105,97091839
"KIS Vaasa",Finnland,113,105,96655017
"FK Groesbeek 29",Niederlande,83,74,96582382
"Swindon County",England,100,93,96568196
"Niedercorn PG",Luxemburg,126,99,96447130
"AS Dounes",Lettland,101,93,96349332
"Ussi Yerevan",Armenien,120,112,96291178
"Sportowy Krasnodar",Russland,103,95,96081569
"Sçaykor Rize",Türkei,113,95,95864024
"NES Famagusta",Zypern,81,73,95856441
"Sportsko Zenica","Bosnien und Herzegowina",66,58,95803206
"Soria CF",Spanien,99,92,95637269
"Omla Čakovec",Kroatien,54,46,95558958
"FC Piacenza 1929",Italien,82,74,95518535
"SC Cova de Piedade",Portugal,49,41,95346757
"FK Samobor",Kroatien,98,90,95246174
"Lealta Villaviciosa",Spanien,126,118,94799501
"ASK Velenje",Slowenien,113,105,94092358
"FC Cluj",Rumänien,56,49,93879884
"Adria Dugopolje",Kroatien,84,76,93810106
"ASL Šenčur 52",Slowenien,121,114,93564587
"Pohjanlahti Vaasa",Finnland,104,96,93556386
"CP Escola Lisboa",Portugal,70,62,93534717
"Unionos Athen",Griechenland,98,89,93436880
"SI Uppsala",Schweden,107,97,93248066
"HSV Kiel",Deutschland,84,39,93127093
"Stadt Reims",Frankreich,51,43,93087128
"Kumpaty Lviv",Ukraine,73,59,92678534
"Ferrara Calcio",Italien,146,138,92393369
"FSC Neumarkt a.W.",Österreich,79,73,92381798
"RSE Winkel",Belgien,95,87,91980648
"SSC Portimão",Portugal,83,75,91490484
"TSG Landsberg",Deutschland,112,79,91372775
"Merseyside Birk",England,100,91,91350851
"Yelisa Kirovohrad",Ukraine,60,52,91263436
"Gnaser FC",Österreich,104,75,91044124
"Asturias Gijón",Spanien,105,91,90657769
"Inter Zmijavci",Kroatien,85,78,90627799
"Opolskie Kluczbork",Polen,125,117,90354252
"RSD Ferrol",Spanien,53,36,90129412
"Young Boys Zürich",Schweiz,113,96,89988575
"Inter Renate",Italien,107,100,89932312
"FK St. Mirror",Schottland,110,83,89834641
"ASC Kilmarnock",Schottland,99,89,89720982
"FV Langreo",Spanien,85,77,89564889
"Cycle Brugge FC",Belgien,72,66,89536458
"Concord Åsane",Norwegen,92,81,89164561
"Atlético Osuna",Spanien,98,91,88546346
"Sligo Randers",Irland,46,38,88538363
"SSU Catanzaro",Italien,104,96,88101199
"Cherno Burgas",Bulgarien,83,74,87901481
"Slavia Liberec",Tschechien,77,46,87283902
"SPV Cursneuen",Deutschland,63,43,87118906
"VfB Achern",Deutschland,104,88,86910600
"Preußen Lübeck",Deutschland,46,34,86658136
"SC Michalovce",Slowakei,101,93,86586370
"AS Cornella",Spanien,117,101,86212831
"FV Dumbarton 1871",Schottland,71,62,85945221
"VfL Hof",Deutschland,69,59,85836338
"Club Mestre Venezia",Italien,72,64,85605448
"SC Pontedera",Italien,74,66,85481017
"PP Tigrotti Arsizio",Italien,53,44,85280797
"SC Bad Treibach",Österreich,56,48,84597262
"Găgăuzia Ceadîr-Lunga",Moldawien,98,90,84506476
"Wycombe Sportsmen",England,97,85,84439636
"SK Ankarügücü",Türkei,68,59,84264658
"SAA Taggia 1938",Italien,82,75,84146963
"Tromsødahl FK",Norwegen,100,92,83682499
"Vlak Gorna Orjachowiza",Bulgarien,100,93,83646519
"OL Zmay Ljubljana",Slowenien,100,69,83622973
"Germania Pohlheim",Deutschland,83,70,83168659
"VL Degerfors",Schweden,110,103,83132585
"Unì Viseu",Portugal,101,94,83062135
"SK Wrocław ",Polen,108,95,82652736
"WF Gullegem",Belgien,44,34,82574501
"OA Nikosia",Zypern,91,83,82274005
"Lahut Idzevan",Armenien,82,74,82110481
"Morecambe Seafighters",England,81,70,82071069
"Intra Baku",Aserbaidschan,107,99,81920167
"SBK Kaliningrad",Russland,64,57,81549159
"Basingstoke Superior",England,59,51,81295769
"KVC Tubize 55",Belgien,69,61,80960810
"Academy Bristol",England,65,59,79057630
"SSC Bournemouth 1902",England,79,61,78945652
"Święto Kielce",Polen,106,98,78932027
"Sportis Blumenthal",Deutschland,64,52,78125590
"Sportfreunde Bayreuth",Deutschland,71,41,76589145
"Intra Orašje","Bosnien und Herzegowina",80,73,76478708
"Benzină Ploiești",Rumänien,85,77,76330467
"Ostia Roma",Italien,80,73,76007325
"AS Dunărea Giurgiu",Rumänien,107,87,75835989
"Dynamo Großbardorf",Deutschland,68,60,75801355
"Eutiner FC 1918",Deutschland,42,29,75692130
"Hammer BSV",Deutschland,76,61,75394175
"ZKU Jekaterinburg",Russland,91,61,75157893
"Forrest Borehamwood",England,71,63,75036580
"Athlitikó Veria",Griechenland,61,52,74770871
"Nowy Sącz KV",Polen,72,63,74439415
"Saksahan Kryvyi",Ukraine,71,63,74199356
"Lipany FK",Slowakei,57,50,73698037
"RNK Walldorf",Deutschland,57,34,73625615
"SSC Huskvarna",Schweden,88,81,73153335
"TSV Kitzbühel",Österreich,75,57,72897509
"JK Tartu Lemm",Estland,69,61,72577143
"VS Angyal Budapest",Ungarn,56,48,72047931
"FK Poznań 1923",Polen,93,53,71569654
"Gazovski Lipetsk",Russland,93,85,70850184
"SC Orel Kranj",Slowenien,44,33,70508212
"USC Allerheiligen",Österreich,58,51,69961816
"Pullacher SC",Deutschland,76,57,69594936
"Gimnastikos Argos",Griechenland,86,52,69345215
"Tog Hjørring",Dänemark,46,38,69284222
"Fulham United",England,62,39,69284090
"CL Cosenza",Italien,106,98,69203005
"ETSV Schonnebeck",Deutschland,82,72,68818031
"AFC Netanya",Israel,78,70,68710938
"Dithmarschen Heid",Deutschland,50,44,68228115
"FK Kılkarelispurt",Türkei,51,44,68176474
"AFK Floridsdorf",Österreich,68,58,68032662
"Grödiger SC",Österreich,34,28,67966769
"ARA Södertälje",Schweden,74,66,67908666
"DSV Oberkassel",Deutschland,89,55,67821541
"Agrar FB",Färöer,66,58,67794074
"Rata Macerata 1919",Italien,79,71,67784499
"FKK Annabichl",Österreich,71,63,67678022
"NK Prijedor","Bosnien und Herzegowina",56,48,67258226
"Uni Murcia",Spanien,52,45,66145007
"BFV Schöeineche",Deutschland,61,54,65726209
"SK Biel/Bienne",Schweiz,85,45,65488736
"Hérakles Alicante",Spanien,29,17,65411646
"VfB Zwettl",Österreich,54,46,65329501
"Lyrtish Pavlodar",Kasachstan,57,49,64870054
"SSC Lecce",Italien,48,40,64053660
"Urheilu Ekenäs",Finnland,101,93,64036263
"Nottingham Soccer",England,82,45,63727765
"Viktoria Erndtebrück",Deutschland,63,34,63530555
"Unione Teramo",Italien,83,75,63071227
"ESS Falkirk",Schottland,48,40,62996210
"KS Mamur",Albanien,43,33,62176605
"KSK Katowice",Polen,47,39,62018489
"Lületaş Eskişehir",Türkei,98,90,61918884
"Atlético Xàtiva",Spanien,61,52,61422110
"Sicilia Siracusa",Italien,62,58,61322204
"Ville Rennes",Frankreich,86,65,60987436
"PC Strasbourg",Frankreich,68,59,60568818
"SC Esch",Luxemburg,105,62,60525415
Borsasport,Türkei,75,67,60220000
"SF Trabzon 2007",Türkei,72,40,59595539
"FK Cádiz",Spanien,97,61,59116956
"Zhetsyu Qaraghandy",Kasachstan,68,62,58894902
"Lood Volendam",Niederlande,54,50,58378254
"Deportiva Llagostera",Spanien,56,49,57940310
"Østfold Fredrikstad",Norwegen,68,60,57635665
"Unión Torrelavega",Spanien,77,71,57621769
"Atom Peristeri",Griechenland,43,35,57508484
"Oranje Emmen",Niederlande,57,36,57464347
"FV Zoro",Aserbaidschan,48,40,57363424
"SK Vránika Ostrava",Tschechien,76,71,57012771
"Union Stadlau",Österreich,36,28,56882035
"FK Faro",Portugal,64,55,56856471
"Dinamo Kobuleti",Georgien,78,70,56313923
Göztepspor,Türkei,30,22,56301071
"FC Geras Basel",Schweiz,104,95,55984700
"FSL Homburg",Deutschland,81,28,55076977
Balosport,Türkei,57,50,54708201
"Rayo Pobla de Mafumet",Spanien,77,70,54613444
"CD Urduliz",Spanien,34,26,54255133
"Séfélag Selfoss",Island,54,46,54137261
"SSV Sonthofen",Deutschland,56,44,54002539
"SSV Cartagena",Spanien,52,31,53943521
"SSC Tra Penía",San Marino,65,55,53683462
"Stade Bern 95",Schweiz,96,85,53479824
"Stenhousemuir SSC",Schottland,51,42,53456136
"Østerø Eiði",Färöer,55,43,50922628
"Nailsworth FC",England,73,67,49720177
İhögölaspocht,Türkei,33,25,48759061
"OV Lokeren",Belgien,71,65,48538237
"Seraing United",Belgien,75,67,48248979
"TSV Berlin 1905",Deutschland,92,63,47562786
"Starua București",Rumänien,75,67,47033961
"Sporting Aarau",Schweiz,90,73,45864312
"VfR Seligenstadt",Deutschland,43,32,45341789
"Berwick Rovers",Schottland,52,44,45099076
"Visina Ivanjica",Serbien,69,61,44820507
"Roban Krasnodar",Russland,80,71,44693311
"Baden Bahlingen",Deutschland,39,15,44415795
"Inter Campodarsego",Italien,41,33,44323937
"VfL Velbert",Deutschland,25,17,42171933
"Arsenal Horsens",Dänemark,36,32,41396427
"1. FFC Simmering",Österreich,48,44,41220639
"Canaria Las Palmas",Spanien,62,29,40472457
"FC Kristianstad",Schweden,43,35,39904557
"Hessen Lehnerz",Deutschland,48,33,38915657
"AS Salerno Calcio",Italien,39,31,38811968
"Chester United",England,34,29,38568108
"Cheznó Tarnobrzeg",Polen,64,60,38011238
"Ashton Sports",England,47,44,37765797
"IFF Västerås 05",Schweden,29,21,37435179
"Havant Princes",England,35,31,37200034
"Brentford Bees",England,51,45,36599726
"SpVgg Siegen",Deutschland,69,51,36541319
"Athlitikó Smyrna",Griechenland,24,17,36362292
"SK Prudy",Russland,79,71,36278886
"RWB Windeck",Deutschland,49,44,35005228
"Gimnastio Sanluqueño",Spanien,47,41,34986324
"VL Trakai",Litauen,47,40,34528913
"Altrincham Trafford",England,27,25,34176105
"AS Chico Redondela",Spanien,52,48,33437444
"Bolo Lavagnese",Italien,21,13,33392985
"Ellada Partras",Griechenland,41,37,32375639
"FC Deutschlandsberg",Österreich,35,27,32236014
"GSI Örgryte",Schweden,30,25,30651645
"FK Guingamp",Frankreich,49,41,30446092
"AS Bourg-P̩ronnas",Frankreich,25,14,30125888
"FC St. Hardenberg ",Niederlande,42,33,29911002
"Preußen Balingen",Deutschland,38,5,28683988
"Cannon Dungannon",Nordirland,39,31,27589875
"FC Katwijk",Niederlande,26,23,27569596
"Club Heist",Belgien,43,35,27056510
"FK Vidin 1922 ",Bulgarien,42,38,26977959
"Exeter County",England,24,22,25774232
"SK Haderslev",Dänemark,26,22,24784371
"SC Hasselt-Kermt",Belgien,65,35,24047239
"UD Alcoi",Spanien,27,19,22943962
"Valby BK",Dänemark,28,23,22325171
"FSV Flensburg",Deutschland,40,29,22217891
"Borussia Rehden",Deutschland,22,14,22204941
"Fortuna Seelow",Deutschland,22,12,21658334
"Juvento Viterbo",Italien,36,32,21293380
"SK Ústí",Tschechien,42,36,20711213
"SFC Grieskirchen",Österreich,23,21,20149565
"Whitestreaks Notts",England,45,40,20134456
"BSK Odd",Norwegen,12,10,19534066
"RSD Santander",Spanien,37,27,19472248
"SD Royal Zaragoza",Spanien,31,20,18552132
"RCD Formentera",Spanien,41,23,18161229
"Maidstone Champs",England,18,14,17976762
"Unionò Belluno",Italien,42,39,17093057
"ÚJ Budapest FC",Ungarn,70,32,16765026
"Vlaanderen Hamme",Belgien,30,24,16089761
"VfB Memmingen",Deutschland,37,22,15775471
"Wiener SC",Österreich,34,26,15631292
"Unión Villanovense",Spanien,22,18,15420634
"Union Neusiedl am See",Österreich,23,20,15182742
"Barrow Bees",England,23,21,15112276
"ZA Ebro",Spanien,18,16,14542001
"IS Höllviken 1934",Schweden,28,20,13382447
"ASS Piacenza Foot",Italien,22,18,13232915
"Lincoln Boxer",England,24,22,12977368
"Real Mungia",Spanien,11,9,12086068
"Colchester Albion",England,7,3,11938545
"AK Gomel",Weißrussland,38,30,11647545
"Guiseley United",England,8,6,11602525
"Tortona Calcio",Italien,14,10,10673397
"SV Rapperswil-Jona",Schweiz,60,16,10341762
"FSK Bergheim",Österreich,20,16,10150401
"Yeovil Cherries",England,14,7,9487253
"FSV Hildesheim",Deutschland,19,13,9342943
"Sternas Tripolis",Griechenland,21,19,9230244
"SG Kapellen 1931",Deutschland,10,7,8940758
"SG Savona 1902",Italien,30,22,8408256
"Victoria Hürth",Deutschland,21,11,7652989
"Fortuna Hennef",Deutschland,19,11,7275927
Güresonsport,Türkei,8,5,7200108
