Verein,Land,"Jugendspieler in Akademie","Jugendspieler befördert",Transfererlös
"Shabab Qasbat Tadlah",Marokko,138,130,191333077
"Al Haddidi FC",Bahrain,132,124,191279509
"Dogowulo Koulikoro",Mali,129,122,191266873
"Bengali SC",Indien,136,128,191232533
"Sportivo Braga",Portugal,128,103,191155566
"KFS Acharnes",Griechenland,116,109,191128485
"Lealta Villaviciosa",Spanien,121,109,191112717
"Xäver Länkärän",Aserbaidschan,139,95,191026400
"FK Hindukusch Parwan",Afghanistan,132,125,190930031
"United Herders",Vanuatu,158,141,190927742
"Sanctos Esperatos FC",Kuba,133,125,190884764
"Khibab Al Hoceima",Marokko,134,126,190808025
"Lokhtar Soligorsk",Weißrussland,142,116,190784700
"Santiago Melipilla",Chile,128,120,190742121
"MFK Ipoh",Malaysia,129,121,190705793
"UD Sebkha",Mauretanien,106,99,190643851
"Turpedia Armavir",Russland,131,123,190537708
"Bugre CF",Brasilien,135,127,190431248
"Los Dentos Tarragal",Argentinien,133,125,190410578
"Montrose City",Schottland,133,126,190388230
"Shanghai Jīqíng",China,132,124,190208406
"IFC Puerto Rico",Puerto Rico,141,135,190180635
"KVI Stavanger",Norwegen,105,65,190151103
"Carabobo Valencia",Venezuela,136,130,190114832
"VfL Velbert",Deutschland,244,109,190077042
Balosport,Türkei,150,102,190048293
"POSK Saloniki",Griechenland,168,104,190048286
"Bantu Soccer",Lesotho,156,148,190033939
"FC Livera",Gabun,127,115,189941142
"Inter Kajaani",Finnland,128,121,189905738
"Dynamit Glacis",Seychellen,77,71,189750772
"FC Tertia",Bhutan,133,127,189746664
"Gernika FC",Spanien,171,117,189733093
"SK Eugendorf",Österreich,121,104,189725713
"IK Ängelholm",Schweden,112,104,189662738
"Cambridge Town",England,178,121,189653869
"Eskhra SC",Laos,134,128,189492636
"KKS Jyväskylä",Finnland,121,114,189419803
"SC Sunshine Manzini",Swasiland,128,120,189403568
"FC Bekos",Gambia,134,127,189398148
"US Alajuela",Costa Rica,141,133,189294770
"AD Niamey",Niger,136,129,189181576
"FAG Lamentin",Martinique,138,128,189155976
Paguang,Papua-Neuguinea,135,127,189017550
"Boa Praia",Kap Verde,129,121,188985157
"SVC Ekenäs",Finnland,106,99,188963017
"Avenir Missira",Mali,140,132,188897891
"Sportiva Aguada",Puerto Rico,136,129,188894986
"Unión Praia",Portugal,132,125,188838904
"Al Batani SSC",Saudi-Arabien,136,130,188834751
"São-Vic Mindelense",Kap Verde,138,131,188828185
"Quaadlu SC",Kuwait,137,131,188777289
"HSV Concorde",Deutschland,172,82,188690352
"Pohang Raptors",Südkorea,141,133,188619593
"FC Petite Mbour",Lettland,127,119,188601155
"SK Yuzhno",Russland,129,122,188556976
"Vaqueros Bayamón CF",Puerto Rico,127,119,188528036
"Himama Kati",Mali,107,101,188504316
"LFK Rabat",Marokko,130,122,188500136
"SC North Rams",Bermuda,132,124,188369403
"Batus Club `88",Saudi-Arabien,132,125,188221097
"SI Atlet Göteborg",Schweden,122,108,188170042
"Nottingham Soccer",England,206,121,188035022
"FC Olympia",Honduras,87,79,188023989
"RCD Junìn",Argentinien,118,111,188007245
"Mamalente LFC",Lesotho,153,146,187963776
"Quewbak Marrakesch",Marokko,128,122,187917205
"Otéil Sahel",Tunesien,108,101,187886144
Misaniaspocht,Türkei,131,121,187874157
"Zaskia Gdańsk",Polen,123,100,187850100
"S\'Al Khartoum",Sudan,143,135,187686649
"Montagau CD",Honduras,122,114,187573558
"Lilongwe Eagles",Malawi,141,133,187562124
"Inter Zmijavci",Kroatien,136,131,187560913
"Tefano FC",Samoa,111,104,187524933
"BFC Police",Belize,141,133,187474178
"FC Cluj",Rumänien,83,74,187457028
"Inter Floriana",Malta,139,131,187422548
"Five Star Bank FC",Nepal,100,93,187413434
"Sportivo Pachuca 02",Mexiko,126,119,187393806
"SC Cuna Moca","Dominikanische Republik",141,136,187363727
"Tunis Djerba",Tunesien,113,105,187325336
"TuS Meerbusch 65",Deutschland,173,97,187258138
"FV Kaunas",Litauen,136,128,187076727
"SSC Vilafranca",Spanien,109,97,187064358
"Maio Inglês CF",Kap Verde,117,109,187033651
"Tineret Mioveni",Rumänien,135,127,186981355
"Hussione Agadir",Marokko,101,93,186968041
"Sông Bé Dương",Vietnam,155,148,186934825
"UC St.Malo",Frankreich,93,61,186897142
"Adonis Sport",Eritrea,86,78,186880603
"Force Pakistan FC",Pakistan,134,126,186791434
"Dinamo Hrvace",Kroatien,131,124,186771749
"Luapri Agosto",Angola,141,113,186665307
"Al Selui SC",Libanon,136,129,186496331
"Dartford City",England,117,107,186494206
"IS Östersund",Schweden,129,113,186400358
"Animal Capesterre",Guadeloupe,118,110,186307615
"Unión Concepción",Chile,128,120,186307348
"Borussia Northeim",Deutschland,118,65,186306766
"Nowy Sącz KV",Polen,104,93,186279789
"South of China SCA",Hongkong,122,115,186263511
"KA Ravshun ",Tadschikistan,114,106,186237844
"Wehener SC",Deutschland,172,90,186237672
"SC Wada Fari",Tschad,100,92,186222250
"FK Petrol Hîncești",Moldawien,109,101,186200172
"AS Kimnadu",Tuvalu,120,112,186159597
"Juve Managua Soccer",Nicaragua,102,94,186007426
"Amor Famagusta",Zypern,192,148,185972626
"Greenbay City","Antigua und Barbuda",130,123,185971414
"CD Cacheu Bula",Guinea-Bissau,135,128,185928505
"Armed Force SC",Nepal,126,120,185903234
"NSK Olimpiko","Bosnien und Herzegowina",80,73,185853912
"Fagamalo CF",Amerikanisch-Samoa,134,127,185818333
"Athlétisme Lubumbashi","Demokratische Republik Kongo",138,130,185769908
"Cáceres Extremadura",Spanien,103,97,185728838
"CF Cuiaba",Brasilien,125,118,185674759
"FK Poznań 1923",Polen,103,93,185626341
"ASCR Uganda",Uganda,139,131,185590980
"Union Scarborough",Kanada,133,126,185579193
"Amaj Gikongoro",Ruanda,138,130,185414533
"EFK Krangarid",Mongolei,118,111,185387693
"Guatemala Diablos",Guatemala,112,105,185370945
"FC Doma Starr",Ghana,109,68,185151659
"VF Groningen",Niederlande,125,90,185060455
"WSC Ruislip",England,120,113,185047536
"Northfleet Conquerors",England,147,86,184965025
"JK Tartu Lemm",Estland,132,125,184951722
"Trak Sabre FC",Iran,142,134,184916179
"Saint Nanjing",China,121,111,184759514
"Padehi Khor",Iran,185,126,184638972
"Phoenix Yerevan",Armenien,111,103,184631846
"AS Pilote Martinique",Martinique,134,126,184600285
"LC Port Silvester",Mauritius,109,101,184536616
"FSC Setúbal",Portugal,164,94,184520125
"Lappi Rovaniemi",Finnland,154,119,184184100
"SC Tesfarar",Eritrea,136,129,184051433
"MFK Magwe",Myanmar,130,123,184043949
"Stalybridge Workers",England,87,79,184035162
"Stade Dumbéa CF",Neukaledonien,144,123,183989555
"Mazow Radom",Polen,137,129,183931174
"AS Dounes",Senegal,136,129,183870438
"JSD Interdependiente",El Salvador,128,121,183767372
"SK Wrocław ",Polen,170,129,183736876
"SK Skive 1902",Dänemark,107,99,183668680
"Real Lloseta",Spanien,120,111,183567186
"Manchester Bury",England,159,78,183550274
"Olimpico Serravalle",Italien,132,125,183486014
"Difaliâ Tadjenanet",Algerien,126,118,183385202
"Union Toulouse",Frankreich,92,78,183343427
"Puebla Lobos",Mexiko,137,129,183217523
"FK Gwadiidka",Somalia,127,119,183084339
"Bulgaria Panagyurishte",Bulgarien,130,122,183071482
"SSC Black Lions",Namibia,121,113,183039638
"SD Mendoza 08",Argentinien,131,124,183014776
"Vegetarios Malabo",Äquatorialguinea,138,131,183002572
"Bullev Vratsa FK",Bulgarien,144,130,182923156
"Sportive Du Port",Kamerun,193,77,182804598
"Mbombela Universe",Südafrika,118,110,182751574
"VfB Memmingen",Deutschland,131,60,182739104
"Niamey OL",Niger,123,115,182715375
"Nasarawa Lafia",Nigeria,140,132,182631188
"ASK Karviná",Tschechien,123,114,182350450
"Etoile Remis",Guyana,137,129,182335032
"FFC Forest",Seychellen,133,126,182323016
"SSC Cesena",Italien,126,114,182262079
"VS Angyal Budapest",Ungarn,97,89,182228727
"Paradise Allstars",Grenada,112,106,182163754
"Futuro Ciserano",Italien,134,125,182153114
"AFT Mwanza",Tansania,148,122,182148737
"Barranquilla Juniorés",Kolumbien,168,111,182130780
"Sohuma SC",Oman,125,117,182096217
"Sportowy Khimki",Russland,113,106,182015032
"Société Maasmechelen",Belgien,144,136,181956228
"Kokemäenjoki Pori",Finnland,131,123,181954349
"Bête Nieréla",Mali,137,129,181902208
"Fortemente Vibo",Italien,108,100,181901353
"Amazonia Ayacucho",Venezuela,137,129,181836028
"KV Târgu Mureș",Rumänien,129,114,181821576
"Ichihara Soccer",Japan,105,95,181804906
"AK Gomel",Weißrussland,119,110,181747154
"SC Ghost Soccer","Turks- und Caicosinseln",125,117,181727705
"Hellas Melbourne",Australien,115,107,181716741
"Mantova Calcio",Italien,106,96,181699512
"Duhok 1971 FC",Irak,98,90,181689135
"Nyanza Awendo",Kenia,127,120,181683789
"PJ Tukru 1923",Finnland,100,92,181680045
"SC Rover Harmon",Guam,138,131,181650056
"AS Barquisimeto",Venezuela,102,95,181576670
"VFC Benque",Belize,143,135,181537504
"Blue Diamonds",Anguilla,132,124,181502238
"FK Kissamikos",Griechenland,136,123,181485441
"RV Cumbernauld",Schottland,136,128,181430838
"AS Townies",Anguilla,133,127,181356796
"Union Jeju",Südkorea,138,130,181247849
"FSV Flensburg",Deutschland,177,89,181208986
"SA Porto Novo",Kap Verde,136,129,181172977
"SC Sagicor",Dominica,122,115,181149840
"FC Ciudado",Tuvalu,126,118,181086433
"Prankton Galaxy","Amerikanische Jungferninseln",99,91,181056387
"Sportivo San Antonio",Chile,127,121,181022909
"Plymotuh Emigrants",England,131,103,181009253
"AC Shabeb",Jordanien,120,113,181002648
"AC Coton N\'Djamena",Tschad,137,129,180880602
"AL Faesili",Jordanien,137,129,180841683
"Esportiva Saïda",Algerien,133,126,180793930
"Al Ankari FC",Libanon,130,123,180721109
"Soria CF",Spanien,104,96,180716295
"BKC Police Force",Botswana,139,131,180688951
"AF Malawi",Malawi,140,132,180686539
"FC KSCF",Samoa,114,107,180641352
"TB Overijse 76",Belgien,129,122,180611120
"Sanji FC",Oman,132,124,180604713
"Olympique Gabésien",Tunesien,126,118,180579574
"Dinamo Kobuleti",Georgien,114,106,180566971
"KV Aschtarak",Armenien,139,132,180520015
"SAK Helsinki",Finnland,173,114,180512328
"Khaseefa FC","Vereinigte Arabische Emirate",156,137,180372422
"SC Javalier",Jamaika,153,130,180252397
"Portland Sequoias","Vereinigte Staaten",164,102,180212977
"Tuzo C.F.","Turks- und Caicosinseln",136,128,180170562
"Omla Čakovec",Kroatien,136,129,180095095
"Fortuna Dassendorf",Deutschland,135,64,180051427
"EV Córdoba",Spanien,147,125,180036371
"Sportska Gabela","Bosnien und Herzegowina",128,120,179999734
"Mucurapo St. Ann`s","Trinidad und Tobago",138,130,179943431
"HS Klabi 2005",Finnland,135,127,179888555
"Foadan Lion",Togo,134,126,179866388
"FC Narem",Papua-Neuguinea,129,121,179845750
"Leyton London",England,118,101,179767010
"Olympique Dioa",Senegal,137,131,179741342
"Essener TSV",Deutschland,114,69,179732403
"Royal PG Valladolid",Spanien,129,90,179728840
"Asturias Gijón",Spanien,71,60,179724822
"Fotball Moss",Norwegen,123,115,179723463
"SD Amorebieta",Spanien,106,93,179584402
"LFC Maseru",Lesotho,144,137,179460225
"FKI Runavík",Färöer,160,137,179459146
"Gianyar United",Indonesien,112,105,179451826
"Uerdinger FSK",Deutschland,179,105,179427422
"Salem Owls",Montserrat,129,121,179413785
"1. FC Bremer Neustadt",Deutschland,125,55,179412638
"Bonfica Bissau",Guinea-Bissau,116,108,179392985
"Chonburi United",Thailand,137,114,179372014
"CA Navua",Fidschi,137,131,179334599
"Sportivo Colónia",Argentinien,93,85,179307997
"Metal Berceni",Rumänien,122,114,179179542
"ASK Ehegnadzor",Armenien,106,98,179138082
"Québec United",Kanada,113,105,179064370
"VXC Southies",St. Lucia,136,128,179039041
"Sçaykor Rize",Türkei,134,96,178965697
"FK Yzeure",Frankreich,111,103,178945455
"SVB Scotch",Suriname,135,127,178885369
"SC Sunshine","Cayman Islands",137,130,178878406
"NFC Academic",Namibia,134,126,178843918
"Soccer Mumble Lion",Jamaika,105,97,178827514
"Sporting Oliveira",Portugal,147,109,178820461
"Uniune Orhei",Moldawien,129,121,178790874
"IFF Sterbæk",Norwegen,91,82,178651606
"University Club",Bahamas,116,108,178554364
"Police Malien",Mali,136,129,178546335
"Zavrč FK",Slowenien,138,91,178524415
"CFS Nacala",Mosambik,106,99,178502300
"SAK Łęczna",Polen,95,87,178409475
"Bishkek `99 FK",Kirgisistan,128,121,178336730
"QIF Göteborg",Schweden,100,92,178226437
"Sporting Maho","Sint Maarten",135,128,178222846
"Najma Ouzou",Algerien,102,94,178061557
"Scoiattolo Ōmiya",Japan,140,132,178031617
"Spartak Afipsky",Russland,138,131,178011161
"FK Mektuk",Kirgisistan,132,124,177923488
"Salt Like Union","Vereinigte Staaten",123,115,177886580
"Sheik ak Rusa SC",Bangladesch,122,114,177716219
"Radar Pljevlja",Montenegro,203,129,177643588
"Zakarpatti Uzhgorod",Ukraine,122,102,177581333
"KS Besëlithia Lezhë",Albanien,67,58,177538360
"Real Al Jahra",Kuwait,136,128,177463793
"KV Lions",Gibraltar,115,107,177377172
"Atletico Scherique",Panama,154,124,177283529
"SSC Zwolle 91",Niederlande,133,100,177192173
"Aigle Brazza CF","Republik Kongo",132,124,177176808
"ZA Dniprodzerzhynsk",Ukraine,160,113,177165898
"CF Forfar",Schottland,174,120,177160315
"Al Imal FC",Libyen,130,122,177156411
"Pohjanmaa Kokkola",Finnland,139,131,177132719
"Potenza Melfi",Italien,225,130,177057306
"BZFC Humanisme","Republik Kongo",142,134,176985435
"FK Ried",Österreich,179,73,176960632
"Kwala MSC",Sansibar,133,126,176912011
"Suwon Airwings",Südkorea,100,93,176853193
"LBF Racecat",Liberia,134,126,176836390
"SC Busaitan",Bahrain,118,111,176763159
"KFK Kisvárda",Ungarn,127,119,176731113
"IFK Jayapura",Indonesien,119,112,176730911
"St. George\'s Rangers",Grenada,129,122,176708829
"1. FK Bockenheim",Deutschland,91,54,176684190
"Beijing Moan",China,142,122,176671505
"FK Storm Graz ",Österreich,204,127,176588852
"Morecambe Seafighters",England,106,61,176557580
"VFC Tigre",Haiti,125,117,176526663
"Gioventà Venezia",Italien,77,68,176497762
"ASK Barracks",Malawi,140,132,176492995
"Troas Somerset",Bermuda,108,100,176430787
"BG Sporting",Malediven,134,126,176423890
"Sportivo Fondi",Italien,114,106,176415342
"Seongnam City",Südkorea,129,118,176238881
"Club Atlético Santa Fe",Argentinien,88,70,176183595
"Sportive Épinal",Frankreich,119,111,176037222
"Académie Baha SC",Dschibuti,129,121,176008612
"FK Groesbeek 29",Niederlande,114,99,175956200
"Putaminu FC",Samoa,145,118,175947656
"SS St. Martina Franca",Italien,142,132,175783957
"Santa Marta Magdalena",Kolumbien,136,128,175775296
"Ulsan United",Südkorea,131,124,175765745
"Bangî Anges","Zentralafrikanische Republik",138,130,175664539
"SN Teramo Calcio",Italien,145,136,175661224
"Sportivo Maracaibo",Venezuela,118,110,175635246
"Mountaineer Potosí",Bolivien,108,100,175594103
"FTA Porvoo",Finnland,129,121,175506261
"Mogadi Banaadir",Somalia,135,128,175501693
"CD Will Farras",Nicaragua,134,126,175193572
"Balaka Lions",Malawi,128,121,175173316
"Sohar AC `09",Oman,132,124,175169685
"AD Banfora",Burkina Faso,100,94,175047003
"Chelyabinsk KV",Russland,79,71,174897781
"AS Ribelle Ravenna",Italien,129,119,174877931
"DC Imana Pempe","Demokratische Republik Kongo",133,126,174871922
"KSK Katowice",Polen,126,97,174871687
"DSK Fortuna Wien",Österreich,154,56,174857552
"Treente Sétif",Algerien,139,133,174725643
"Salengu Paas",Mongolei,119,110,174702434
"Darkia Chișinău",Moldawien,107,98,174581012
"Vestfold Sandjeford",Norwegen,119,111,174476072
"Sociedad Santa Cruz",Bolivien,136,128,174316331
"Militáire Guinéa",Guinea,154,112,174285259
"La Louvière City",Belgien,129,118,174235563
"FV Soccer Serbia",Kanada,136,130,174144361
"RC Nicoyé","Republik Kongo",136,128,174081811
"Port Mondei",Papua-Neuguinea,135,127,174047499
"Racing Tocages","Zentralafrikanische Republik",135,128,174003941
"Militaire Forces CF",Mauretanien,135,127,173907971
"Walsall City",England,117,100,173875018
"Olimpico Zakynthos",Griechenland,110,103,173844631
"TSC Windhoek",Namibia,132,108,173837429
"Ciengos AS",Kuba,132,125,173726227
"Leopards SC","Britische Jungferninseln",133,126,173682178
"Copacabana FC",Brasilien,130,104,173614247
"Luu Chai CF",Macau,104,96,173455361
"KF Novorosskiysk",Russland,114,106,173388966
"SK Békéscsaba 1913",Ungarn,129,121,173387695
Al-Munizir,Südsudan,134,127,173374858
"Rwanda Byumba",Ruanda,134,126,173220705
"Shinyanga United",Tansania,137,130,173200674
"Millos Bogotá CF",Kolumbien,139,120,173196927
"IS Höllviken 1934",Schweden,121,113,173189845
"Bayswater Beach Soccer",Australien,119,104,173180563
"BZ Sombre Diables","Republik Kongo",137,129,173077934
"Victoria Melbourne",Australien,159,117,172991477
"FK VäxjÖ 1931",Schweden,85,75,172961076
"BA Garsfield",Argentinien,108,100,172907724
"SCR Vesta",Bonaire,138,130,172901386
"AJ Chiclayo",Peru,97,89,172868950
"AS Trenarii",Tahiti,129,122,172839447
"Esportiu Reus",Spanien,107,98,172817801
"Lis Le Port",Réunion,129,121,172801390
"Teeraina Island CF",Kiribati,126,118,172780983
"BBC Sundawana",Lesotho,142,134,172779393
"SC Wugayi",Belize,129,121,172686826
"CSS Rieng",Kambodscha,131,124,172665981
"FKZ Choybalsan",Mongolei,140,133,172560799
"Alliance DFC ","Trinidad und Tobago",138,130,172560762
"Sportif Mbara",Gabun,143,118,172487941
"SC Abbas","Vereinigte Arabische Emirate",121,114,172476547
"Jahexo Roseau",Dominica,135,129,172472467
"AAF Lesotho",Lesotho,153,145,172448005
"Loja FC",Spanien,136,128,172401963
"FSI Novosibirsk",Russland,46,39,172387428
"Akure Waves",Nigeria,111,93,172374747
"Uni Svishtov 48",Bulgarien,128,121,172370179
"SC Palm Trees","Antigua und Barbuda",136,129,172360285
"CS Timão São Paulo ",Brasilien,71,64,172322599
"ASS Piacenza Foot",Italien,95,87,172276727
"Olympique Avrankou",Benin,146,136,172271032
"Typá Tyumen",Russland,149,140,172194915
"Uni Craiova",Rumänien,122,115,172178334
"Kasasiro Kampala",Uganda,178,130,172155171
"SS Vicentino Valdagno",Italien,139,128,172075938
"Darseneros La Plata",Uruguay,115,107,172058508
"New York Galaxy","Vereinigte Staaten",117,99,172040916
"NK Toujounine",Mauretanien,118,110,171978338
"New York Tauros","Vereinigte Staaten",111,90,171792961
"Entella Chiavari",Italien,132,122,171753418
"Middlesex United",Belize,119,112,171596359
"Kaafu Limited SC",Malediven,107,99,171543946
"Khoster FV",Afghanistan,126,118,171332460
"SSC Bayamón",Puerto Rico,143,136,171290139
"La Banda de Dulce",Argentinien,112,100,171249541
"AS Dounes",Lettland,129,122,171186522
"Union Valletta",Malta,103,54,171158594
"SC Arab",Kuwait,132,126,171131035
"Cygnus Niigata",Japan,106,98,171129102
"AC Al Nawas",Syrien,143,135,171128838
"Los Angeles Universe","Vereinigte Staaten",97,79,171077108
"Al-Nasrih Sports",Südsudan,132,126,170999170
"WB Inter Academy","Cayman Islands",139,131,170950985
"Berekua City",Dominica,134,126,170865737
"Malate Greenies",Philippinen,134,126,170840428
"Academic Blackbirds",Barbados,133,125,170787033
"Trøndelag Levanger",Norwegen,114,102,170697864
"Ottawa Rapids","Vereinigte Staaten",107,100,170689213
"BFC Lyford Cay",Bahamas,114,106,170663526
"Arsenal Sullana CF",Peru,131,123,170639761
"Clarrtonville CF",Nordirland,124,114,170580469
"Loktàk Králové",Tschechien,121,114,170577293
"KF Pojorâta 2012",Rumänien,45,37,170513398
"SK FC Leva",Estland,122,114,170479512
"FC Gaucha 66",Neukaledonien,133,112,170450650
"Feniks Lovech",Bulgarien,134,128,170441738
"FK Kuopio",Finnland,151,118,170419053
"Kono Koidu",Sierra Leone,127,120,170403428
"Union Gourbeyre",Guadeloupe,130,122,170372509
"KL Honour",Sierra Leone,138,132,170371819
"Junín Huancayo",Peru,122,115,170368045
"Empire United","Antigua und Barbuda",134,126,170322203
"Azules Cartaginés",Costa Rica,125,118,170280289
"Diablos Los Teques",Venezuela,137,130,170270520
"NOS Goražde","Bosnien und Herzegowina",103,95,170233288
"Aurirojo Corrientes",Argentinien,129,121,170145057
"Athlético Conakry",Guinea,132,126,170122839
"Waitonga CF",Tonga,139,132,170079842
"AD Portuguesa",Brasilien,144,127,170076855
"Laraza United","Amerikanische Jungferninseln",134,127,170004371
"Stade Bamako",Mali,156,125,169954809
"Army Fleetwood",England,130,79,169947769
"Sportivo Warnes",Bolivien,118,112,169946976
"Al Naser FC",Oman,118,111,169911894
"VK Norðragøta",Färöer,108,97,169899978
"FK Tashkent `89",Usbekistan,137,129,169802487
"Al Ettifaq SC",Saudi-Arabien,136,128,169779651
"Concordie Constanța",Rumänien,138,131,169774723
"Parham Sheriffs","Antigua und Barbuda",112,105,169667457
"SJ Diablotin","Trinidad und Tobago",92,84,169646770
"Universitate Clinceni",Rumänien,123,115,169622375
"USD Monaco",Macau,134,126,169501298
"SC Lasers",St. Lucia,168,138,169476054
"SS Pâncota",Rumänien,124,116,169470521
"COF Siwada",Äthiopien,135,127,169463201
"Maxacca Maputo",Mosambik,136,128,169445795
"Royal Eupen",Belgien,107,89,169411829
"FFK Dornbirn",Österreich,147,114,169337016
"USC Allerheiligen",Österreich,172,107,169242173
"Panamericano SC","Dominikanische Republik",136,129,169212364
"Beštije Kotor",Montenegro,92,84,169140758
"Yanbian Tiger",China,123,115,169105361
"Union Khuzhkomoron ",Mongolei,118,110,169100495
"Vendée Les Herbiers",Frankreich,87,78,169083884
"Esportivo Marreira",Brasilien,80,72,169015112
"Young Leiutu",Samoa,125,117,168951218
"Tvøroyri BF",Färöer,120,113,168936962
"Tampa Bay Sunshine SC","Vereinigte Staaten",87,77,168897300
"RFC St. Michael",Barbados,122,114,168895699
"SC Al Sarrehu",Jordanien,127,120,168875167
"FC Ahel",Turkmenistan,134,126,168789769
"Neymeh Al Bei FC",Libanon,114,108,168787181
"Nagasoccer SC",Kambodscha,131,124,168765435
"FK Great Britain XIV",Gibraltar,84,72,168681513
"Dyto Lomé",Togo,126,119,168642145
"FK Ista",Tadschikistan,139,132,168604451
"  Elazığspurt",Türkei,154,102,168466069
"Krayer Kumpels",Deutschland,127,77,168429025
"Sunderland City",England,150,107,168411632
"Yelisa Kirovohrad",Ukraine,118,109,168339169
"TG Andre Lomé",Togo,108,101,168269721
"MFC Falcons",Montserrat,126,120,168213624
"Atletik Nikosia",Zypern,116,68,168153513
"United FC Kholua","Vereinigte Arabische Emirate",129,122,168152750
"Belcourt CF",Algerien,129,122,168015878
"Cul-de-Sac United",Saint-Martin,119,111,167958265
"Metallica Skopje",Mazedonien,89,81,167891895
"Sverige Trelleborg",Schweden,149,120,167867164
"Pigotts Sport","Antigua und Barbuda",134,127,167834543
"Clube Mogi Mirim",Brasilien,125,117,167766950
"FK Pirin Simitli",Bulgarien,124,116,167727242
"Zinter Golubovci",Montenegro,120,112,167687373
"Al Jellee FC",Saudi-Arabien,136,128,167524128
"Placencia Pirats",Belize,132,125,167515062
"ZVK Platinum",Simbabwe,130,122,167500870
"Radnik Čačak",Serbien,116,108,167458983
"FK Limassol",Zypern,109,101,167381850
"SP Boca Youngsters",Grenada,135,128,167364310
"NB Helmond",Niederlande,122,102,167265034
"Darfur Al-Fasher",Sudan,124,117,167251039
"Balantas Mansôa",Guinea-Bissau,135,127,167188655
"Amacuro Tucupita",Venezuela,130,122,167134559
"Hellas St. George",Äthiopien,121,113,167077960
"Mbeya Highlands",Tansania,129,123,167074384
"United Druka",Bhutan,172,138,167062296
"FC Tiber",Italien,47,41,166921579
"Athletic Tuam",Irland,144,121,166920411
"FC Kantel",Gambia,131,123,166896506
"Police FC \'85",Nepal,94,86,166868070
"SVE Kralingers",Suriname,127,119,166816469
"Ashgabat United FT",Turkmenistan,137,130,166810661
"FK Abdosh Kent",Kirgisistan,125,118,166783131
"Army Malaysia",Malaysia,111,103,166691273
"Baltimore Flamme",Haiti,138,131,166648524
"Moussufa Berrechid",Marokko,137,129,166623520
"EFK Hintsar",Eritrea,136,129,166593309
"SC Point Fortin Oils","Trinidad und Tobago",134,126,166554442
"FC Bymos",Papua-Neuguinea,118,111,166517916
"Celeste Mar del Plata",Argentinien,133,125,166489374
"Ultra Tarrafal",Kap Verde,121,113,166452742
"Yadanar Mandalay",Myanmar,131,123,166430107
"Braintree Union",England,143,108,166337378
"Olympique Lausanne",Schweiz,155,110,166323638
"Al Ittijadi FC",Syrien,132,125,166320257
"SWK Khabarosvk",Russland,37,30,166305807
"Diomontagna Yamagata",Japan,137,118,166296864
"Sportivo Maputo",Mosambik,123,117,166295155
"SFC Cocoteros",El Salvador,145,137,166236463
"SS Bankers",Malawi,129,121,166224160
"Zenita Kranj",Slowenien,134,127,166126923
"Calavegne NFC",Bahamas,136,128,166027379
"Olympiakos Achna",Zypern,71,63,165998210
"WNC Blue Wings",Namibia,131,124,165943393
"UDQ Bornes",Mauritius,123,117,165830231
"Pyongyang Central",Nordkorea,89,80,165758928
"BFV Schöeineche",Deutschland,135,77,165625966
"IF Brand Bergen",Norwegen,174,128,165590685
"Ponsacco Calcio",Italien,93,83,165563517
"Mebrat Power SC",Äthiopien,157,140,165441037
"Étoile de Labé",Guinea,146,106,165340357
"RSC Genéve",Schweiz,164,138,165259888
"Sportivo Mongomo",Äquatorialguinea,113,105,165234218
"FK Zlín 1920",Tschechien,141,116,165195314
"Mu\'koh Youth",Tonga,118,110,165190977
"AS Porto Alegre",Brasilien,105,99,165100911
"GA Républicaine",Dschibuti,122,115,165062726
"Fortunity SC",Grenada,134,126,165061304
"AS Strassen",Luxemburg,118,110,164987828
"FGA Grand-Santi",Französisch-Guyana,122,115,164970300
"Gjumri FC",Armenien,115,107,164937435
"Mukta Sangog SC",Bangladesch,136,128,164896870
"Orlando Skulls",Südafrika,127,119,164877318
"Sinaloa Kolorados",Mexiko,124,117,164876879
"Real Durban",Südafrika,133,125,164876628
"Unión Torrelavega",Spanien,90,83,164859940
"Katanga Mazembe","Demokratische Republik Kongo",136,129,164759773
"Sporting Alger",Algerien,163,155,164601620
"FK Samobor",Kroatien,136,128,164600586
"FSC Celtics",Südafrika,136,128,164484251
"FC Alcantara 1943",Portugal,108,99,164461219
"Uni Trujillo",Peru,120,113,164459401
"Foolad Tabre SC",Iran,138,131,164350165
"Tornado Tarija",Bolivien,122,114,164326904
"Tidjikja FK",Mauretanien,130,125,164301953
"Stranraer FV",Schottland,103,95,164265327
"Malkese FC",Bahrain,122,114,164247830
"FIELD Soccer",Malaysia,134,127,164180416
"SE Melilla",Spanien,65,57,164167355
"Mongol Hohhot",China,136,128,164161893
"Uskeris Utena",Litauen,134,126,164158129
"Tete Songo CF",Mosambik,129,121,164092324
"Academic Dublin",Irland,120,88,163861063
"Athlitikó Smyrna",Griechenland,133,104,163842000
"Kawasaki Fowādo",Japan,91,83,163835413
"Ejderi Kayseri",Türkei,98,84,163778926
"FC Tivuana",Tahiti,126,118,163671432
"NBU Osiku",Usbekistan,134,127,163650686
"Sportivo Rafaela",Argentinien,123,115,163586654
"Tromsødahl FK",Norwegen,118,110,163577702
"Hobart Victory",Australien,124,116,163521628
"SC Moreira de Cónegos",Portugal,118,111,163518634
"Royal Balende FC","Demokratische Republik Kongo",116,109,163509694
"Bær Sandvika",Norwegen,90,82,163495205
